,id,census_tract,total_population,county,zip,nearby_city,longitude,latitude,traffic,pollution_score,asthma,poverty,pct_renter_occupied_hu,median_gross_rent,autos_per_hh,gross_hh_density,median_hh_income,avg_hh_size
4004,4061,6067008705,4397,Sacramento ,95742,Rancho Cordova,-121.2017883,38.5777827,750.65,7.27,26.87,12.6,11.26903553,1886,2.272588832,0.098866899,109375,3.34
4005,4062,6077005502,1806,San Joaquin,95377,Tracy,-121.4377118,37.6257014,326.5,7.6,38.65,18.3,36.66092943,1225,2.504302926,0.006004426,93125,3.36
4006,4063,6073020308,5743,San Diego,92026,Escondido,-117.0980269,33.1374325,978.59,4.52,28.5,47.9,82.41448692,1201,1.24305835,8.434810757,30442,2.13
4007,4064,6073020403,4107,San Diego,92025,Escondido,-117.0804409,33.097045,1862.26,5.65,40.55,20.3,27.65780731,1607,2.298172757,1.668577895,79651,3.22
4008,4065,6059063902,6670,Orange ,92626,Costa Mesa,-117.9136471,33.6778627,1961.82,5.86,36.22,33.3,76.27248374,1736,1.695752009,4.383168984,59840,2.69
4009,4066,6067007016,5537,Sacramento ,95834,Sacramento,-121.5403508,38.6360432,1028.55,4.55,67.53,31.2,45.03526858,1462,2.016277808,1.526716299,80012,3.31
4010,4067,6023001300,1479,Humboldt ,95521,Arcata,-124.1597819,40.8522054,353.33,4.3,95.62,50.8,59.28705441,1012,1.688555347,0.052768111,34236,2.37
4011,4068,6109004100,5358,Tuolumne ,95370,Sonora,-120.3277066,37.9231742,418.43,5.17,49.3,26.6,32.26591001,961,1.990676936,0.123226214,46825,2.1
4012,4069,6037600703,1914,Los Angeles,90305,Inglewood,-118.3365577,33.9584128,781.28,4.95,116.87,17.8,24.17582418,1869,1.635164835,7.087120576,67090,2.16
4013,4070,6103000400,5508,Tehama ,96080,Red Bluff,-122.338894,40.2367374,237.84,4.8,71.99,27.1,12.22687122,1385,2.225941423,0.030541563,57161,2.59
4014,4071,6073002801,3068,San Diego,92115,San Diego,-117.0837903,32.7755353,2828.34,5.99,32.44,54.9,60.19736842,1391,1.848684211,1.287656413,44167,3.05
4015,4072,6099003907,7460,Stanislaus ,95382,Turlock,-120.8343873,37.5147982,458.35,5.89,38.1,24.4,33.07984791,1056,1.665053578,3.172217673,53955,2.43
4016,4073,6073001600,5651,San Diego,92104,San Diego,-117.1213219,32.7521609,1171.91,3.39,66.07,58.7,86.77345538,1000,1.335926773,12.84912461,32829,2.29
4017,4074,6065041805,5799,Riverside ,92882,Corona,-117.5910428,33.8648895,600.82,5.01,35.15,30.1,49.31157573,1464,2.03263641,4.792040916,69975,3.07
4018,4075,6037920313,6010,Los Angeles,91321,Newhall,-118.5513173,34.3715599,2045.98,4.68,37.29,26,20.30484486,1444,2.119760479,2.542194751,97469,3.08
4019,4076,6067004001,5755,Sacramento ,95831,Sacramento,-121.511658,38.4996777,1137.88,4.73,55.17,25,44.54113924,1026,1.621044304,3.067576491,52500,2.09
4020,4077,6007003200,4234,Butte ,95966,Oroville,-121.5309393,39.429744,107.45,3.71,69.95,58.1,25.57200538,955,2.238896366,0.152684534,40000,2.92
4021,4078,6037621204,3230,Los Angeles,90277,Redondo Beach,-118.3979526,33.8464727,545.03,5.74,24.11,15.2,73.38624339,1872,1.415343915,6.534062021,84938,1.67
4022,4079,6029003306,4897,Kern ,93225,Frazier Park,-119.1500356,34.9235317,522.25,6.78,17.3,40.7,29.42515652,1191,1.788844622,0.006622795,41047,2.66
4023,4080,6111004710,5089,Ventura ,93033,Oxnard,-119.1565272,34.1642972,551.54,4.59,33.16,50.4,28.95783612,1316,1.99522673,2.982744314,50078,3.76
4024,4081,6037139001,4767,Los Angeles,91316,Encino,-118.511718,34.1754113,3600.15,6.42,37.84,18.8,47.76482021,1449,1.809037901,6.717629673,74907,2.45
4025,4082,6001423300,3647,Alameda ,94702,Berkeley,-122.2842021,37.8573287,550.39,5.5,96.04,28.6,47.92792793,1295,1.33033033,9.27304503,77039,2.48
4026,4083,6085504803,5756,Santa Clara,94089,Sunnyvale,-122.01954,37.4010794,1794.05,5.4,43.38,11.9,56.2424729,2325,1.641509434,6.981925825,115625,2.49
4027,4084,6065044403,4402,Riverside ,92561,Mountain Center,-116.4728576,33.4680494,180.15,4.71,33.02,61.9,33.35782513,937,1.975018369,0.00517497,37305,2.76
4028,4085,6073010502,5514,San Diego,91932,Imperial Beach,-117.1129542,32.5860463,555.63,3.45,71.16,49.8,82.65251989,1209,1.631830239,7.25962694,41015,3.13
4029,4086,6037800327,5305,Los Angeles,91301,Agoura Hills,-118.7424224,34.1602091,1689.59,4.79,21.17,26.5,43.59218676,1911,1.824202001,1.498013329,74361,2.62
4030,4087,6095250400,3087,Solano ,94591,Vallejo,-122.2239275,38.0949074,974.18,3.33,93.65,45.1,38.78143133,1259,1.741779497,3.749784707,45705,2.48
4031,4088,6059076201,6772,Orange ,92865,Orange,-117.8536692,33.8366335,679.61,7.49,36.57,19.1,35.01727116,2118,2.134283247,4.365759131,105357,3.19
4032,4089,6067009314,5922,Sacramento ,95624,Elk Grove,-121.3624683,38.4380815,427.97,3.46,44.01,36.2,29.8405467,1168,2.257403189,1.369995672,72589,3.4
4033,4090,6013355107,5048,Contra Costa,94513,Brentwood,-121.857135,37.9316982,360.35,4.25,148.92,21,18.25117371,2104,2.487089202,0.084003155,84107,2.92
4034,4091,6071010019,5235,San Bernardino,92345,Hesperia,-117.3172327,34.4044566,408.84,3.6,69.09,61.3,44.31664411,1060,2.149526387,0.657081855,41505,3.63
4035,4092,6037702201,4483,Los Angeles,90405,Santa Monica,-118.4729854,34.0133521,951.05,6.61,33.74,23.5,66.30486078,1700,1.481831052,7.121610397,79357,2.25
4036,4093,6037900704,3050,Los Angeles,93534,Lancaster,-118.1346836,34.6528656,859.63,3.4,150.17,65.1,97.57759273,935,1.092354277,1.033740962,37395,2.14
4037,4094,6037113303,4006,Los Angeles,91311,Chatsworth,-118.5790731,34.2440789,1043.08,7.24,44.99,18.8,7.26618705,1063,2.113669065,1.380879359,83929,2.83
4038,4095,6037124000,4550,Los Angeles,91607,Valley Village,-118.4045529,34.1619336,1455.62,5.9,38.37,16.8,47.48369059,1443,1.776328052,6.512992353,81548,2.45
4039,4096,6085504506,5924,Santa Clara,95035,Milpitas,-121.9161877,37.4503035,4248.22,6.28,20.97,19.8,53.74331551,2141,1.766488414,5.02761504,93558,2.93
4040,4097,6037143602,4260,Los Angeles,91604,Studio City,-118.3855058,34.1450296,1520.34,5.68,22.18,17.4,57.51811594,1682,1.491847826,7.800193598,74700,1.95
4041,4098,6059032022,6833,Orange ,92692,Mission Viejo,-117.6666493,33.55068,2133.32,4.94,21.22,35.6,47.62527233,1740,2.041394336,2.089665538,69260,2.95
4042,4099,6067005903,2277,Sacramento ,95608,Carmichael,-121.3506355,38.6137442,633.98,3.95,83.89,46.9,80.75880759,849,1.37037037,6.851546726,33277,1.96
4043,4100,6111008302,5380,Ventura ,93063,Simi Valley,-118.6739309,34.2747162,1452.89,4.02,40.82,27.7,33.59567142,1433,2.069847516,4.335231249,68668,2.77
4044,4101,6013359102,5159,Contra Costa,94564,Pinole,-122.3071592,38.0033732,367.83,4.69,62.35,24.6,33.19238901,1575,2.040697674,3.646285798,70886,3.07
4045,4102,6071008500,8316,San Bernardino,92373,Redlands,-117.136567,34.0183198,991.97,6.67,39.36,9.8,8.342170378,2117,2.236832803,0.426892525,123839,2.92
4046,4103,6037113232,3894,Los Angeles,91304,Canoga Park,-118.6125452,34.225826,962.54,5.78,53.22,17.6,10.03636364,1932,2.269818182,2.693580434,101318,2.82
4047,4104,6013360101,4576,Contra Costa,94803,El Sobrante,-122.2870052,37.9824969,1480.83,4.78,60.3,28.2,20.91898428,1562,2.100967352,1.703500717,82606,2.94
4048,4105,6023001101,6350,Humboldt ,95521,Arcata,-124.0989799,40.8875919,442.83,4.57,74.68,58.5,53.72319688,1106,1.730994152,1.08314157,34609,2.58
4049,4106,6065050600,6850,Riverside ,92562,Murrieta,-117.2284737,33.5730829,1500.41,5.63,33,24.1,33.18564466,1374,2.191404519,1.509279818,71337,3.12
4050,4107,6033001000,6045,Lake ,95453,Lakeport,-122.8861893,38.9890591,95.61,4.53,48.01,45.6,37.52711497,1025,2.071149675,0.063827865,43679,2.75
4051,4108,6041112100,4315,Marin ,94901,San Rafael,-122.5205522,37.9610288,1372.17,5.64,33.87,36.7,47.83783784,1489,1.780540541,2.559183195,68667,2.76
4052,4109,6085504311,7062,Santa Clara,95131,San Jose,-121.8845877,37.3775245,582,6.48,24.62,12.4,32.47615097,2153,2.010369141,4.48285623,127348,2.99
4053,4110,6075011300,3143,San Francisco,94108,San Francisco,-122.4093492,37.7946971,559.94,4.51,24.05,54.2,88.7874837,907,0.314211213,60.68375385,24426,1.98
4054,4111,6037503802,5054,Los Angeles,90638,La Mirada,-118.0035625,33.8982866,502.13,4.86,40.81,25.1,16.51487553,1809,2.18579235,5.030535469,78338,3.1
4055,4112,6001405800,3965,Alameda ,94606,Oakland,-122.2330985,37.7939452,207.52,3.53,86.89,48.8,63.86363636,1179,1.651515152,10.2915279,44375,3.21
4056,4113,6059099202,8323,Orange ,92704,Santa Ana,-117.9248099,33.7336169,810.66,4.74,32.41,44,38.22067594,1331,2.343439364,4.60449128,59115,4.17
4057,4114,6073013102,6487,San Diego,91911,Chula Vista,-117.0657271,32.6166605,647.15,3.44,68.62,45.2,71.57550257,1355,1.723702665,4.356475927,51558,3.19
4058,4115,6037124600,3123,Los Angeles,91423,Sherman Oaks,-118.4269321,34.1620692,2203.99,6.17,32.59,24.2,54.6875,1450,1.715198864,5.087357315,80161,2.29
4059,4116,6115040303,6555,Yuba ,95901,Marysville,-121.5423602,39.1207198,289.79,4.11,50.08,40.3,40.88127295,1291,1.983272134,1.933994542,58635,3.04
4060,4117,6037700502,4246,Los Angeles,90069,West Hollywood,-118.3807073,34.0902917,1079.62,6.35,24.86,26.9,69.25989673,1541,1.118072289,23.32390823,52377,1.51
4061,4118,6101050402,3970,Sutter ,95991,Yuba City,-121.6216316,39.0836731,295.48,4.72,40.59,30.5,33.05471125,1229,2.250759878,0.609675955,76696,3.21
4062,4119,6037920328,1990,Los Angeles,91355,Valencia,-118.5720874,34.4168102,1178.17,6.44,24.53,14.2,56.51672434,1911,1.867358708,1.466879246,100417,2.36
4063,4120,6073013309,7005,San Diego,91911,Chula Vista,-117.0337536,32.6183278,1348.79,4.39,59.64,22.1,23.11532701,1909,2.362456316,3.233493067,83717,3.57
4064,4121,6073015703,7102,San Diego,92020,El Cajon,-116.9491346,32.7912925,551.07,3.46,40.03,74.8,82.77877698,1016,1.205935252,13.14188885,23308,2.92
4065,4122,6001435800,5382,Alameda ,94580,San Lorenzo,-122.1296018,37.6793691,2305.95,4.32,65.42,21,22.73556231,1740,2.368389058,5.108310613,76635,3.22
4066,4123,6071009911,6456,San Bernardino,92392,Victorville,-117.3581242,34.4940982,963.85,3.17,87.54,46.1,34.73462953,1281,2.143457698,1.705085282,53649,3.55
4067,4124,6037137103,4199,Los Angeles,91367,Woodland Hills,-118.6013402,34.1744847,1541.57,6.74,40.24,15.6,50.39463299,1874,1.514601421,13.49815392,66235,2.06
4068,4127,6059088901,6725,Orange ,92844,Garden Grove,-117.9622131,33.7606739,1688.78,5.13,24.44,49.4,52.71641791,1412,2.150447761,3.462066869,46847,3.94
4069,4128,6021010200,4901,Glenn ,95963,Orland,-122.2109384,39.7422205,203.43,5.04,41.6,47.2,24.17519909,818,2.124004551,0.052980141,40913,2.79
4070,4129,6001423400,4685,Alameda ,94703,Berkeley,-122.275884,37.8583737,682.35,4.62,67.79,30.5,52.39923225,1365,1.29318618,11.16386253,76458,2.5
4071,4130,6111007700,5988,Ventura ,93065,Simi Valley,-118.8083423,34.278331,795.64,5.77,38.42,18.8,34.2913776,1799,2.131318137,0.90677107,76429,3.02
4072,4131,6067007903,4576,Sacramento ,95608,Carmichael,-121.3175668,38.6559109,904.68,4.98,97.51,30.7,32.86334056,1008,1.828633406,2.931488519,71607,2.66
4073,4132,6059110301,6729,Orange ,90620,Buena Park,-118.0275847,33.8534538,2358.41,6.61,35.98,25.7,44.09484724,1619,2.244870041,4.834990349,80990,3.45
4074,4133,6037575002,4627,Los Angeles,90804,Long Beach,-118.1434676,33.7857845,833.21,5.35,70.51,25.6,56.09095831,1499,1.738494857,7.74552479,71607,2.49
4075,4134,6037609900,2034,Los Angeles,90732,San Pedro,-118.302932,33.7409725,549.36,4.97,57.77,30.3,55.06535948,1186,1.743464052,4.65701539,57885,2.77
4076,4135,6065045224,5471,Riverside ,92201,Indio,-116.257874,33.6963551,513.47,4.16,60.71,34.3,13.35470085,1759,1.983974359,1.548531095,60316,2.84
4077,4136,6037183104,2065,Los Angeles,90042,Los Angeles,-118.1723137,34.1236781,725.49,5.06,38.49,23,32.82051282,1173,1.994871795,4.766363585,62917,2.95
4078,4137,6037143800,4878,Los Angeles,91604,Studio City,-118.3805891,34.135557,1568.81,6.87,23.66,11.2,39.12863071,1667,1.784232365,3.741165946,145804,2.38
4079,4138,6059099411,5500,Orange ,92647,Huntington Beach,-117.9978509,33.719217,969.21,6.09,35.69,29.3,79.60625946,1615,1.734477537,6.034701148,61383,2.78
4080,4139,6073020206,5217,San Diego,92027,Escondido,-117.0593149,33.1414533,560.34,3.97,36.02,61.6,69.87179487,1140,1.896634615,6.089139599,42572,4.17
4081,4140,6037910404,4130,Los Angeles,93550,Palmdale,-118.1238241,34.5646915,974.43,3.04,82.42,51.3,42.17749314,1104,2.218664227,1.718311554,45960,3.77
4082,4141,6085504700,719,Santa Clara,94035,Mountain View,-122.0497236,37.4164755,2995.05,5.75,16.69,34.9,100,3105,2.175,0.126332895,81563,3.77
4083,4142,6095252314,4113,Solano ,94533,Fairfield,-122.0358438,38.2769991,1225.8,3.71,119.73,23.6,43.86480529,1535,2.314474651,3.076509783,65288,2.77
4084,4143,6071010424,1966,San Bernardino,92285,Landers,-116.6221331,34.3821714,133.23,4.19,33.63,51.8,21.97674419,876,1.959302326,0.002073413,33207,2.18
4085,4144,6073019002,1759,San Diego,92028,Fallbrook,-117.1450804,33.3908759,1311.77,5.38,30.32,21.6,29.51807229,978,2.56626506,0.053355317,77321,3.21
4086,4145,6037400800,3967,Los Angeles,91741,Glendora,-117.8882752,34.1385557,366.89,4.94,53.52,33.9,15.48387097,1908,1.810752688,1.43032647,78214,2.56
4087,4146,6085504504,9882,Santa Clara,95035,Milpitas,-121.8964329,37.4216447,1180.07,6.24,23.43,22.2,54.36357365,1909,1.591928251,1.945651258,104332,2.6
4088,4147,6059011711,7305,Orange ,92831,Fullerton,-117.8692764,33.8856931,686.98,4.68,32.01,43.9,82.79406167,1302,1.722116483,9.397000197,59792,3.08
4089,4148,6081601502,5125,San Mateo,94015,Daly City,-122.4782558,37.6692204,718.26,3.85,50.75,35.7,87.08759954,1727,1.5221843,8.712351881,61741,2.96
4090,4149,6095253204,7098,Solano ,95688,Vacaville,-121.9869787,38.3825661,275.3,3.61,76.48,36.4,50.40408337,1019,1.848149724,1.700835446,67101,3.03
4091,4150,6065050500,13261,Riverside ,92563,Murrieta,-117.1625546,33.5490166,1653.42,5.4,25.63,23.6,33.84501114,1490,2.184699183,3.232786388,75647,3.54
4092,4151,6073019404,3984,San Diego,92083,Vista,-117.251038,33.21679,680.29,4.02,47.62,49,43.97515528,1478,2.577639752,2.915252273,63869,4.09
4093,4152,6001409900,3308,Alameda ,94605,Oakland,-122.1353845,37.7619882,1089.35,4.43,153.91,15.8,13.15979754,1446,2.159797542,1.291807094,97689,2.47
4094,4153,6037272302,4074,Los Angeles,90066,Los Angeles,-118.4274418,34.0021096,1015.25,5.61,34.35,37.9,87.5257732,1229,1.262886598,15.54223944,50865,2.28
4095,4154,6037401201,3110,Los Angeles,91740,Glendora,-117.8360111,34.125033,1752.79,5.71,50.46,9.1,21.33072407,2038,2.287671233,1.765801425,101786,3.31
4096,4155,6085504101,4273,Santa Clara,95127,San Jose,-121.8203847,37.3693396,555.67,3.69,53.37,41.1,34.52054795,1593,2.628310502,4.462678327,70824,4.08
4097,4156,6037702002,5700,Los Angeles,90405,Santa Monica,-118.4861752,34.005774,951.66,5.71,33.62,32.2,78.65624095,1602,1.133217492,13.77124183,75764,1.85
4098,4157,6037571504,4699,Los Angeles,90807,Long Beach,-118.1697128,33.8387095,644.22,5.13,40.93,28,59.2693566,1090,1.739912759,4.909811582,61875,2.49
4099,4158,6067009633,3309,Sacramento ,95823,Sacramento,-121.4384109,38.4632142,480.76,2.84,135.72,52.3,52.89099526,1126,1.793364929,6.065140073,41477,3.38
4100,4159,6073001800,5319,San Diego,92116,San Diego,-117.1186054,32.7628849,2161.67,4.3,50.19,40.9,84.48883666,1052,1.276537407,13.77190311,44702,2.05
4101,4160,6031000701,5321,Kings ,93230,Hanford,-119.6393201,36.3580168,292.82,4.59,138.1,24.6,32.61163735,1226,2.132160577,2.643991064,76088,2.83
4102,4161,6037910706,6022,Los Angeles,93543,Littlerock,-117.9994644,34.5534723,569.37,2.9,62.04,41.9,25.76271186,1353,2.003389831,0.284583746,51205,4.26
4103,4162,6037920115,4149,Los Angeles,91355,Valencia,-118.5500603,34.4257895,833.04,6.62,18.15,11.8,29.05585106,1467,1.957446809,1.690522119,105556,2.69
4104,4163,6075060502,3216,San Francisco,94134,San Francisco,-122.4199075,37.7109991,351.22,3.17,56.7,68.5,77.28706625,440,0.976866456,13.92722719,25434,3.61
4105,4164,6071011500,1890,San Bernardino,92305,Angelus Oaks,-116.8684367,34.1433712,149.02,4.59,33.77,30.9,33.7804878,1154,1.991463415,0.004932562,53167,2.5
4106,4165,6065043222,3842,Riverside ,92592,Temecula,-117.1252348,33.486084,1086.64,5.33,21.65,22.2,21.15528882,1761,2.468867217,0.616946433,96313,3.19
4107,4166,6037920037,7131,Los Angeles,91387,Canyon Country,-118.4506856,34.4133059,1251.51,4.26,32.47,55.4,85.32032244,1449,1.699618159,10.22817161,50355,3.2
4108,4167,6107001501,5258,Tulare ,93221,Exeter,-119.1444506,36.3043939,306.15,5.32,36.73,43.8,37.98614811,873,1.862546617,0.969077052,46020,2.85
4109,4168,6071002016,3883,San Bernardino,91730,Rancho Cucamonga,-117.6094279,34.1135458,749.3,5.36,35.27,23.4,28.84615385,1645,2.143429487,2.78041182,68038,3.08
4110,4169,6013303204,4182,Contra Costa,94513,Brentwood,-121.7087615,37.9289646,483.25,4.05,66.71,34.6,29.11949686,1761,2.089308176,3.094077503,68718,2.93
4111,4170,6087122500,6670,Santa Cruz,95076,Watsonville,-121.7451776,36.9514486,497.98,4.8,58.7,34.4,32.76081425,1698,2.419211196,0.523331858,61154,3.94
4112,4171,6075020800,6577,San Francisco,94110,San Francisco,-122.4191487,37.7594331,745.22,4.06,57.85,41.4,84.0829234,1246,0.623330991,33.27777438,72632,2.15
4113,4172,6053014800,6112,Monterey ,93925,Chualar,-121.4025672,36.5669002,528.42,5.06,36.24,46,39.1825229,1074,2.573643411,0.020697861,66588,4.33
4114,4173,6073008360,5857,San Diego,92126,San Diego,-117.1295038,32.8998788,2462.7,4.91,35,20.4,47.265625,1523,2.016113281,2.974896274,76630,3.14
4115,4174,6037920102,5668,Los Angeles,91384,Castaic,-118.6002393,34.6330733,669.43,5.13,23.33,37.6,44.6985447,1114,1.844594595,0.012643388,69762,2.87
4116,4175,6073003201,4932,San Diego,92139,San Diego,-117.0608884,32.6836181,294.2,3.62,58.49,40,70.4467354,1725,1.882474227,3.639285234,50872,3.7
4117,4176,6073021000,4440,San Diego,92004,Borrego Springs,-116.27356,33.1112185,89.93,4.65,16.49,54.3,28.63636364,741,1.714935065,0.002260128,33148,2.08
4118,4177,6097154201,3925,Sonoma ,95425,Cloverdale,-123.0170717,38.8133955,206.62,4.35,55.43,55.8,50.77835434,995,1.836174944,0.205097768,51836,2.86
4119,4178,6067004906,2797,Sacramento ,95823,Sacramento,-121.4583035,38.4780464,470.52,2.77,116.72,52.5,34.14351852,1419,2.003472222,3.648291091,45446,3.56
4120,4179,6071010409,3018,San Bernardino,92277,Twentynine Palms,-115.5309263,34.2421428,58.54,3.81,39.76,55.5,42.99835255,820,1.744645799,0.001377244,30890,2.21
4121,4180,6037920043,5711,Los Angeles,91387,Canyon Country,-118.4409013,34.3909399,1351.13,5.59,35.51,13.8,15.48250265,2278,2.432131495,0.408606003,131481,3.46
4122,4181,6045010400,3467,Mendocino ,95437,Fort Bragg,-123.8051687,39.4499078,762.07,3.85,72.7,48.8,55.77211394,1036,1.616941529,0.758849004,39113,2.31
4123,4182,6065044104,2647,Riverside ,92220,Banning,-116.905094,33.9845789,183.89,3.46,86.08,38.6,29.35483871,1247,2.064516129,0.087242152,50833,3.07
4124,4183,6059110106,3577,Orange ,90630,Cypress,-118.0573402,33.8142505,527.03,4.98,32.27,17.9,23.88059701,1876,2.137645108,6.535483896,85294,3.06
4125,4184,6085505303,5940,Santa Clara,95050,Santa Clara,-121.9639652,37.3583043,835.36,5.94,35.9,26,63.10679612,1670,1.771151179,8.069275026,76105,2.86
4126,4185,6085503211,4744,Santa Clara,95121,San Jose,-121.8323618,37.3118522,2341.82,4.69,34.22,34.8,19.7745013,2077,2.759757155,4.406153329,78287,4.01
4127,4186,6037212502,2767,Los Angeles,90005,Los Angeles,-118.3069674,34.0586417,1396.06,6.3,31.04,43.1,95.80472921,1156,1.089244851,18.61001792,40024,2.23
4128,4187,6071009708,5221,San Bernardino,92308,Apple Valley,-117.1272467,34.4076989,160.31,3.32,80.79,51.6,28.60262009,1025,2.006550218,0.034096828,39886,2.68
4129,4189,6001405301,2603,Alameda ,94606,Oakland,-122.2513558,37.8020757,404.09,4.55,97,19.5,88.92551088,1278,1.134475939,26.95503756,60928,1.91
4130,4190,6073016100,5788,San Diego,92020,El Cajon,-116.9898526,32.7999329,919.68,5.54,53.4,22.9,49.28340268,1542,2.055016181,3.105906532,67014,2.92
4131,4191,6029005401,6099,Kern ,93555,Ridgecrest,-117.6877641,35.6445188,276.6,4.59,60.93,29.4,35.03401361,937,1.897581255,2.028008533,62900,2.45
4132,4192,6037501600,7190,Los Angeles,90601,Whittier,-118.008555,33.9760214,418.92,5.34,50.52,24.4,34.82849604,1138,2.09762533,0.941392143,88077,3.02
4133,4193,6037460302,4442,Los Angeles,91001,Altadena,-118.1576938,34.1943756,415,4.84,43.13,27.1,20.27417027,1478,2.136363636,4.279110954,83456,3.29
4134,4194,6075012201,4567,San Francisco,94109,San Francisco,-122.4163535,37.7858464,866.56,4.16,50.2,44.3,95.33537623,1342,0.239019408,129.1243228,43698,1.61
4135,4195,6037275101,1177,Los Angeles,90230,Culver City,-118.4045296,33.9992665,5104.46,6.43,42.51,16.7,65.99597586,1667,1.877263581,6.015902739,65398,2.48
4136,4197,6073013000,5903,San Diego,91910,Chula Vista,-117.0798163,32.6248441,831.36,4.87,43.09,44.7,55.50732501,1186,1.824199674,4.583182002,49276,3.37
4137,4198,6059062627,3308,Orange ,92612,Irvine,-117.8336974,33.6531552,556.26,5.08,20.11,55.1,86.15591398,1988,1.288306452,6.293365912,39597,2.31
4138,4199,6037461501,3700,Los Angeles,91104,Pasadena,-118.1372076,34.1741653,604.19,4.96,40.74,36.5,52.09627329,1430,1.869565217,5.19125149,66667,3.21
4139,4200,6037278001,2458,Los Angeles,90045,Los Angeles,-118.4012,33.9569112,732.31,6.45,39.1,34.5,38.49372385,1725,1.996861925,2.397023493,78426,2.67
4140,4201,6073010200,6800,San Diego,91932,Imperial Beach,-117.1145672,32.5653537,281.6,4.81,75.38,27.9,62.99401198,1382,1.607984032,1.441581237,57670,2.38
4141,4202,6037405900,4049,Los Angeles,91722,Covina,-117.8902516,34.1030754,774.41,4.63,43.69,39.4,27.05984389,1446,2.014744146,3.534094119,76906,3.28
4142,4203,6065042711,4543,Riverside ,92586,Sun City,-117.1928886,33.7014254,884.72,4.7,35.34,34.7,43.70936902,1039,1.370554493,2.302092351,34003,1.91
4143,4204,6059099603,6126,Orange ,92647,Huntington Beach,-118.0388823,33.7473928,655.99,7.41,27.9,19.2,22.61640798,1933,2.215964523,1.706114471,87326,2.93
4144,4205,6097151201,6855,Sonoma ,94931,Cotati,-122.719615,38.3395569,984.36,6.55,35.31,35.7,36.19149696,1293,1.963201143,0.398637712,49554,2.51
4145,4206,6065044602,2907,Riverside ,92262,Palm Springs,-116.5369071,33.8376124,498.16,3.5,55.82,43.1,60.26871401,872,1.339091491,2.435744615,44764,2.12
4146,4207,6085503336,3492,Santa Clara,95121,San Jose,-121.8043549,37.3067237,706.14,3.9,40.54,29,28.93854749,1681,2.679329609,3.970700639,88681,4.13
4147,4208,6059075401,3895,Orange ,92706,Santa Ana,-117.860883,33.7674578,4580.12,5.72,36.18,30.5,24.0725474,1208,2.227535037,3.456925386,78385,3.39
4148,4209,6021010300,2373,Glenn ,95939,Elk Creek,-122.501299,39.6052917,107.96,5.71,42.53,39.8,38.77805486,719,1.786783042,0.001275938,50833,2.38
4149,4210,6037700200,6321,Los Angeles,90046,Los Angeles,-118.365303,34.0924899,1119.9,5.68,28.38,29.3,88.96520147,1484,1.306089744,25.28883899,58403,1.57
4150,4211,6013303102,7624,Contra Costa,94513,Brentwood,-121.7074839,37.9577924,466.45,4.94,59.11,25.5,25.68881686,1616,2.495948136,1.534906108,105821,3.6
4151,4212,6037113213,4316,Los Angeles,91311,Chatsworth,-118.6071365,34.2519958,699.79,5,46.83,20.5,36.77184466,1475,1.944781553,5.126887581,80861,2.8
4152,4213,6059063603,6223,Orange ,92663,Newport Beach,-117.9474672,33.6344482,791.33,7.18,23.99,19.7,55.28157281,1852,1.466511163,3.225477302,77691,2.02
4153,4214,6073010003,5906,San Diego,92154,San Diego,-117.0440935,32.5788424,1291.96,3.85,53.72,25.8,16.61216481,1277,2.495748855,4.840116255,70313,4.15
4154,4215,6075022903,3384,San Francisco,94110,San Francisco,-122.4062364,37.7517621,1821.47,5.87,51.5,27.9,57.90838375,1651,1.263612792,15.12237538,80972,2.72
4155,4216,6075020900,4372,San Francisco,94110,San Francisco,-122.4184125,37.7518186,737.37,3.85,57.85,45.9,85.95564942,1358,0.737064414,24.51310572,59896,2.56
4156,4217,6053001500,5741,Monterey ,93901,Salinas,-121.6725273,36.6584132,516.78,4.53,98.54,29.9,65.8105939,1215,1.666934189,2.153759726,67364,2.35
4157,4218,6053011101,5188,Monterey ,93924,Carmel Valley,-121.4738188,36.3642891,210.2,3.82,32.14,63.7,57.12050078,981,1.900625978,0.010629068,38436,4.12
4158,4219,6073014200,6277,San Diego,91945,Lemon Grove,-117.0431132,32.7274195,491.38,4.04,55.66,38.3,25.41644277,1556,2.205265986,3.338138695,66513,3.3
4159,4220,6085503506,6432,Santa Clara,95122,San Jose,-121.8272382,37.3436482,806.77,4.02,38.46,48.2,43.41085271,1745,2.406976744,5.221209919,60733,4.79
4160,4221,6053014301,3602,Monterey ,93908,Salinas,-121.7956088,36.7252682,631.04,4.6,57.11,16.8,55.1994302,1204,1.888888889,0.546616167,66250,2.36
4161,4222,6065049600,7176,Riverside ,92591,Temecula,-117.1579375,33.5357701,1740.86,5.87,25.06,24.9,62.62346898,1739,1.796523113,2.660125071,80596,3.23
4162,4223,6079010016,4864,San Luis Obispo,93446,Paso Robles,-120.7906393,35.6400242,195.47,5.16,41.5,42.1,40.47481181,1268,2.264041691,0.025547443,61712,3.03
4163,4224,6097152702,5242,Sonoma ,95403,Santa Rosa,-122.7912911,38.5043031,869.38,6.41,41.58,29.4,52.36728838,1463,1.895265423,0.408026287,67891,2.57
4164,4225,6053000101,2079,Monterey ,93906,Salinas,-121.6220696,36.7396574,310.68,4.3,66.02,37.4,21.92982456,1629,2.628070175,0.221804216,65341,3.68
