id,state,abbr,poverty,povertyMoe,age,ageMoe,income,incomeMoe,healthcare,healthcareLow,healthcareHigh,obesity,obesityLow,obesityHigh,smokes,smokesLow,smokesHigh,-0.385218228
,Long Beach,Long Beach,44.8,44.8,,,2.145686901,2.145686901,3.804465924,3.804465924,3.804465924,2358.67,2358.67,2358.67,62.76,62.76,62.76,
,Compton,Compton,77.5,77.5,,,1.806587246,1.806587246,6.921552847,6.921552847,6.921552847,706.2,706.2,706.2,79.9,79.9,79.9,
,Los Angeles,Los Angeles,69.5,69.5,,,1.779790941,1.779790941,5.374802103,5.374802103,5.374802103,984.84,984.84,984.84,71.89,71.89,71.89,
,North Hollywood,North Hollywood,58.4,58.4,,,1.347877358,1.347877358,7.80754387,7.80754387,7.80754387,2333.92,2333.92,2333.92,56.33,56.33,56.33,
,South Gate,South Gate,36.4,36.4,,,1.820560748,1.820560748,1.562675116,1.562675116,1.562675116,2135.53,2135.53,2135.53,37.83,37.83,37.83,
,Los Angeles,Los Angeles,47.1,47.1,,,1.544848036,1.544848036,4.926905064,4.926905064,4.926905064,1039.82,1039.82,1039.82,137.25,137.25,137.25,
,Riverside,Riverside,59.7,59.7,,,1.779799247,1.779799247,2.354528397,2.354528397,2.354528397,1820.51,1820.51,1820.51,61.75,61.75,61.75,
,Compton,Compton,60.7,60.7,,,1.479719189,1.479719189,5.26512248,5.26512248,5.26512248,622.21,622.21,622.21,110.81,110.81,110.81,
,Van Nuys,Van Nuys,54.3,54.3,,,1.794701987,1.794701987,6.906533411,6.906533411,6.906533411,1502.57,1502.57,1502.57,98.74,98.74,98.74,
,Fresno,Fresno,80.2,80.2,,,1.372665535,1.372665535,1.80519642,1.80519642,1.80519642,821.23,821.23,821.23,100.91,100.91,100.91,
,El Monte,El Monte,70.9,70.9,,,1.686158401,1.686158401,7.583703065,7.583703065,7.583703065,828.23,828.23,828.23,63.26,63.26,63.26,
,Bloomington,Bloomington,52.3,52.3,,,2.335289802,2.335289802,0.73030383,0.73030383,0.73030383,492.28,492.28,492.28,48.17,48.17,48.17,
,Glendale,Glendale,65.5,65.5,,,1.404447533,1.404447533,10.85459395,10.85459395,10.85459395,784.56,784.56,784.56,54.47,54.47,54.47,
,Stockton,Stockton,68.5,68.5,,,1.756660746,1.756660746,2.268631969,2.268631969,2.268631969,1354.4,1354.4,1354.4,80.48,80.48,80.48,
,Los Angeles,Los Angeles,40.8,40.8,,,1.459064327,1.459064327,3.299834232,3.299834232,3.299834232,3118.84,3118.84,3118.84,60.91,60.91,60.91,
,Riverside,Riverside,67.3,67.3,,,2.300959233,2.300959233,2.449863222,2.449863222,2.449863222,1586.76,1586.76,1586.76,55.89,55.89,55.89,
,Los Angeles,Los Angeles,76,76,,,1.632561133,1.632561133,7.739777447,7.739777447,7.739777447,3760.06,3760.06,3760.06,95.56,95.56,95.56,
,San Bernardino,San Bernardino,73.4,73.4,,,2.229148376,2.229148376,0.815680126,0.815680126,0.815680126,1016.11,1016.11,1016.11,83.09,83.09,83.09,
,Hawthorne,Hawthorne,45.9,45.9,,,2.114858706,2.114858706,2.105953217,2.105953217,2.105953217,2309.13,2309.13,2309.13,73.29,73.29,73.29,
,Merced,Merced,67.7,67.7,,,1.362424242,1.362424242,1.179072504,1.179072504,1.179072504,808.6,808.6,808.6,94.1,94.1,94.1,
,Turlock,Turlock,44.9,44.9,,,2.244593587,2.244593587,0.134280705,0.134280705,0.134280705,809.5,809.5,809.5,82.64,82.64,82.64,
,Stockton,Stockton,71,71,,,1.724315068,1.724315068,1.578415471,1.578415471,1.578415471,1123.75,1123.75,1123.75,128.15,128.15,128.15,
,Los Angeles,Los Angeles,65.4,65.4,,,1.676470588,1.676470588,9.910979158,9.910979158,9.910979158,1154.06,1154.06,1154.06,95.56,95.56,95.56,
,Compton,Compton,66.5,66.5,,,1.869242199,1.869242199,4.934304255,4.934304255,4.934304255,604.98,604.98,604.98,99.6,99.6,99.6,
,Sun Valley,Sun Valley,48.1,48.1,,,1.983561644,1.983561644,7.171108236,7.171108236,7.171108236,970.75,970.75,970.75,77.04,77.04,77.04,
,Los Angeles,Los Angeles,66.7,66.7,,,1.28460039,1.28460039,9.306802663,9.306802663,9.306802663,2880.28,2880.28,2880.28,100.42,100.42,100.42,
,Compton,Compton,74.9,74.9,,,1.88774003,1.88774003,2.183466183,2.183466183,2.183466183,752.18,752.18,752.18,67.98,67.98,67.98,
,Pomona,Pomona,69,69,,,1.911949686,1.911949686,4.769929059,4.769929059,4.769929059,1877.05,1877.05,1877.05,68.69,68.69,68.69,
,Riverside,Riverside,63.2,63.2,,,1.435800604,1.435800604,0.962854268,0.962854268,0.962854268,1563.53,1563.53,1563.53,52.47,52.47,52.47,
,South El Monte,South El Monte,73.3,73.3,,,1.997975709,1.997975709,3.816946988,3.816946988,3.816946988,706.85,706.85,706.85,52.93,52.93,52.93,
,Inglewood,Inglewood,70.5,70.5,,,1.930681818,1.930681818,7.256032839,7.256032839,7.256032839,3005.12,3005.12,3005.12,68.69,68.69,68.69,
,North Hollywood,North Hollywood,38.5,38.5,,,2.068571429,2.068571429,5.153532167,5.153532167,5.153532167,2025.76,2025.76,2025.76,78.9,78.9,78.9,
,Long Beach,Long Beach,46.6,46.6,,,2.006282723,2.006282723,4.736009011,4.736009011,4.736009011,2119,2119,2119,72.09,72.09,72.09,
,Los Angeles,Los Angeles,58.4,58.4,,,1.603252033,1.603252033,4.923171118,4.923171118,4.923171118,2876.64,2876.64,2876.64,58.02,58.02,58.02,
,South Gate,South Gate,76.9,76.9,,,1.55257732,1.55257732,10.56417369,10.56417369,10.56417369,1060.77,1060.77,1060.77,46.23,46.23,46.23,
,Los Angeles,Los Angeles,72.7,72.7,,,1.614942529,1.614942529,2.875500926,2.875500926,2.875500926,1269.31,1269.31,1269.31,45.07,45.07,45.07,
,Fresno,Fresno,80.2,80.2,,,1.441947566,1.441947566,2.208321615,2.208321615,2.208321615,1124.63,1124.63,1124.63,116.9,116.9,116.9,
,Riverbank,Riverbank,59.6,59.6,,,2.099726776,2.099726776,2.26480043,2.26480043,2.26480043,306.4,306.4,306.4,48.64,48.64,48.64,
,North Hollywood,North Hollywood,39.1,39.1,,,2.293929712,2.293929712,2.19925816,2.19925816,2.19925816,2435.26,2435.26,2435.26,70.59,70.59,70.59,
,Bell,Bell,71.1,71.1,,,2.128772636,2.128772636,3.906799581,3.906799581,3.906799581,2121.54,2121.54,2121.54,48.15,48.15,48.15,
,Stockton,Stockton,39.5,39.5,,,2.148333333,2.148333333,3.403742536,3.403742536,3.403742536,1388.33,1388.33,1388.33,94.06,94.06,94.06,
,Los Angeles,Los Angeles,67.2,67.2,,,1.418118467,1.418118467,3.705593044,3.705593044,3.705593044,2860.99,2860.99,2860.99,114.99,114.99,114.99,
,Modesto,Modesto,48,48,,,2.336233686,2.336233686,1.256746714,1.256746714,1.256746714,768.49,768.49,768.49,52.08,52.08,52.08,
,Stockton,Stockton,56.2,56.2,,,2.234866828,2.234866828,0.003385735,0.003385735,0.003385735,183.14,183.14,183.14,79.43,79.43,79.43,
,Fresno,Fresno,50.5,50.5,,,2.202072539,2.202072539,1.378355397,1.378355397,1.378355397,315.72,315.72,315.72,73.98,73.98,73.98,
,Rancho Cucamonga,Rancho Cucamonga,40.3,40.3,,,1.559569075,1.559569075,1.011662616,1.011662616,1.011662616,920.88,920.88,920.88,50.04,50.04,50.04,
,Los Angeles,Los Angeles,33.2,33.2,,,1.804252199,1.804252199,0.72943617,0.72943617,0.72943617,1636.33,1636.33,1636.33,56.07,56.07,56.07,
,Sun Valley,Sun Valley,63,63,,,1.723671498,1.723671498,4.12315498,4.12315498,4.12315498,1010.75,1010.75,1010.75,73.24,73.24,73.24,
,San Pedro,San Pedro,64.3,64.3,,,1.306521739,1.306521739,6.654180238,6.654180238,6.654180238,743.12,743.12,743.12,84.98,84.98,84.98,
,North Hollywood,North Hollywood,64.2,64.2,,,1.724662162,1.724662162,7.395408861,7.395408861,7.395408861,1224.33,1224.33,1224.33,70.64,70.64,70.64,
,San Bernardino,San Bernardino,71.2,71.2,,,1.591925805,1.591925805,4.096535113,4.096535113,4.096535113,876.58,876.58,876.58,118.49,118.49,118.49,
,Pacoima,Pacoima,75.1,75.1,,,2.026501767,2.026501767,1.960048358,1.960048358,1.960048358,733.44,733.44,733.44,73.67,73.67,73.67,
,Los Angeles,Los Angeles,75,75,,,1.556107249,1.556107249,7.619243923,7.619243923,7.619243923,4289.98,4289.98,4289.98,95.56,95.56,95.56,
,Long Beach,Long Beach,76.4,76.4,,,1.126851256,1.126851256,19.58234606,19.58234606,19.58234606,584.65,584.65,584.65,122.08,122.08,122.08,
,Carson,Carson,35.9,35.9,,,1.831349206,1.831349206,1.189153468,1.189153468,1.189153468,816.41,816.41,816.41,70.62,70.62,70.62,
,Los Angeles,Los Angeles,87.3,87.3,,,1.370109546,1.370109546,10.29406067,10.29406067,10.29406067,867.02,867.02,867.02,63.52,63.52,63.52,
,Gardena,Gardena,36.6,36.6,,,1.879547014,1.879547014,6.207870557,6.207870557,6.207870557,829.31,829.31,829.31,86.69,86.69,86.69,
,Long Beach,Long Beach,43.3,43.3,,,2.066521265,2.066521265,2.593102248,2.593102248,2.593102248,2895.06,2895.06,2895.06,79.96,79.96,79.96,
,Los Angeles,Los Angeles,84.1,84.1,,,0.558823529,0.558823529,5.965043157,5.965043157,5.965043157,2860.01,2860.01,2860.01,78.84,78.84,78.84,
,Ontario,Ontario,46.6,46.6,,,1.332504146,1.332504146,4.259446487,4.259446487,4.259446487,509.81,509.81,509.81,55.61,55.61,55.61,
,Hanford,Hanford,73.2,73.2,,,1.637864612,1.637864612,0.754481493,0.754481493,0.754481493,262.39,262.39,262.39,138.1,138.1,138.1,
,Wilmington,Wilmington,56.6,56.6,,,1.849565217,1.849565217,5.529827863,5.529827863,5.529827863,949.48,949.48,949.48,70.22,70.22,70.22,
,Wilmington,Wilmington,72.5,72.5,,,1.836549376,1.836549376,5.531485844,5.531485844,5.531485844,1215.43,1215.43,1215.43,70.22,70.22,70.22,
,Ontario,Ontario,51.3,51.3,,,2.033402923,2.033402923,5.157968843,5.157968843,5.157968843,756.15,756.15,756.15,75.97,75.97,75.97,
,Wilmington,Wilmington,69.2,69.2,,,1.5004995,1.5004995,4.572746828,4.572746828,4.572746828,435.19,435.19,435.19,70.22,70.22,70.22,
,Modesto,Modesto,79.8,79.8,,,1.414438503,1.414438503,2.475799245,2.475799245,2.475799245,780.28,780.28,780.28,95.48,95.48,95.48,
,Modesto,Modesto,64.2,64.2,,,1.669297553,1.669297553,3.226911368,3.226911368,3.226911368,761.71,761.71,761.71,97.69,97.69,97.69,
,San Bernardino,San Bernardino,88.3,88.3,,,1.22311828,1.22311828,2.778739215,2.778739215,2.778739215,337.48,337.48,337.48,142.88,142.88,142.88,
,Compton,Compton,52.4,52.4,,,1.714599341,1.714599341,2.962478478,2.962478478,2.962478478,573.16,573.16,573.16,96.77,96.77,96.77,
,Bell,Bell,60.7,60.7,,,1.87473904,1.87473904,4.082712121,4.082712121,4.082712121,3225.17,3225.17,3225.17,48.15,48.15,48.15,
,Compton,Compton,40.7,40.7,,,2.055276382,2.055276382,2.054973631,2.054973631,2.054973631,1290.68,1290.68,1290.68,79.51,79.51,79.51,
,Stockton,Stockton,64.3,64.3,,,1.863941769,1.863941769,1.746815813,1.746815813,1.746815813,1489.38,1489.38,1489.38,53.25,53.25,53.25,
,Los Angeles,Los Angeles,60.8,60.8,,,1.335827099,1.335827099,10.02579526,10.02579526,10.02579526,2515.15,2515.15,2515.15,42.23,42.23,42.23,
,Los Angeles,Los Angeles,68.2,68.2,,,1.734358974,1.734358974,8.305861296,8.305861296,8.305861296,998.08,998.08,998.08,63.52,63.52,63.52,
,Glendale,Glendale,33.5,33.5,,,1.67903525,1.67903525,6.63106832,6.63106832,6.63106832,3264.62,3264.62,3264.62,29.83,29.83,29.83,
,Bell,Bell,71.8,71.8,,,2.021923621,2.021923621,7.500958635,7.500958635,7.500958635,681.87,681.87,681.87,42.63,42.63,42.63,
,Oakland,Oakland,52.5,52.5,,,1.826589595,1.826589595,0.248148898,0.248148898,0.248148898,1419.88,1419.88,1419.88,147.84,147.84,147.84,
,Compton,Compton,69.4,69.4,,,1.8475,1.8475,6.78338696,6.78338696,6.78338696,447.04,447.04,447.04,102.03,102.03,102.03,
,Bell,Bell,67.8,67.8,,,1.884667571,1.884667571,7.457062211,7.457062211,7.457062211,633.32,633.32,633.32,48.15,48.15,48.15,
,Long Beach,Long Beach,56.9,56.9,,,1.60960961,1.60960961,8.958265184,8.958265184,8.958265184,657.25,657.25,657.25,81.84,81.84,81.84,
,Los Angeles,Los Angeles,73.6,73.6,,,1.647808765,1.647808765,6.406914842,6.406914842,6.406914842,2802.31,2802.31,2802.31,53.11,53.11,53.11,
,Paramount,Paramount,58.4,58.4,,,2.034123223,2.034123223,5.126646105,5.126646105,5.126646105,1855.98,1855.98,1855.98,61.93,61.93,61.93,
,South Gate,South Gate,57.4,57.4,,,2.16189536,2.16189536,2.088088915,2.088088915,2.088088915,1685.11,1685.11,1685.11,43.82,43.82,43.82,
,Los Angeles,Los Angeles,64.8,64.8,,,1.866125761,1.866125761,8.871403749,8.871403749,8.871403749,1169.64,1169.64,1169.64,79.03,79.03,79.03,
,Compton,Compton,35.3,35.3,,,1.978672986,1.978672986,3.896372218,3.896372218,3.896372218,392.43,392.43,392.43,105.05,105.05,105.05,
,Fresno,Fresno,72.9,72.9,,,1.014341591,1.014341591,4.600834313,4.600834313,4.600834313,1127.73,1127.73,1127.73,68.28,68.28,68.28,
,Turlock,Turlock,71.2,71.2,,,1.623368552,1.623368552,2.676903599,2.676903599,2.676903599,1000.28,1000.28,1000.28,82.64,82.64,82.64,
,Baldwin Park,Baldwin Park,55.6,55.6,,,2.085024155,2.085024155,4.018199513,4.018199513,4.018199513,1611.54,1611.54,1611.54,62.29,62.29,62.29,
,Compton,Compton,51.8,51.8,,,2.005089059,2.005089059,3.688970002,3.688970002,3.688970002,611.28,611.28,611.28,87.61,87.61,87.61,
,Los Angeles,Los Angeles,64.5,64.5,,,1.360458107,1.360458107,4.472991254,4.472991254,4.472991254,2067.93,2067.93,2067.93,49.93,49.93,49.93,
,Los Angeles,Los Angeles,39.8,39.8,,,1.780229479,1.780229479,2.339178047,2.339178047,2.339178047,2074.23,2074.23,2074.23,61.04,61.04,61.04,
,Paramount,Paramount,57.9,57.9,,,2.06460945,2.06460945,3.241038088,3.241038088,3.241038088,489.55,489.55,489.55,61.93,61.93,61.93,
,Ontario,Ontario,55.2,55.2,,,1.712778429,1.712778429,5.378171279,5.378171279,5.378171279,1261.73,1261.73,1261.73,56.25,56.25,56.25,
,Los Angeles,Los Angeles,55.5,55.5,,,1.467255335,1.467255335,7.163932322,7.163932322,7.163932322,1117.25,1117.25,1117.25,89.2,89.2,89.2,
,Baldwin Park,Baldwin Park,59,59,,,2.154929577,2.154929577,4.472885792,4.472885792,4.472885792,2803.8,2803.8,2803.8,62.29,62.29,62.29,
,Modesto,Modesto,72.9,72.9,,,1.517538054,1.517538054,2.996201342,2.996201342,2.996201342,1373.55,1373.55,1373.55,97.48,97.48,97.48,
,Los Angeles,Los Angeles,68.3,68.3,,,1.629955947,1.629955947,5.080444391,5.080444391,5.080444391,3597.62,3597.62,3597.62,85.81,85.81,85.81,
,Pomona,Pomona,71.4,71.4,,,1.64600639,1.64600639,4.220850721,4.220850721,4.220850721,692.46,692.46,692.46,77.76,77.76,77.76,
,Los Angeles,Los Angeles,75.7,75.7,,,1.590844063,1.590844063,7.57553288,7.57553288,7.57553288,4039.06,4039.06,4039.06,95.56,95.56,95.56,
,Ontario,Ontario,39,39,,,1.923507463,1.923507463,0.471642317,0.471642317,0.471642317,1589.21,1589.21,1589.21,51.6,51.6,51.6,
,Los Angeles,Los Angeles,75.6,75.6,,,1.553459119,1.553459119,8.610839932,8.610839932,8.610839932,836.62,836.62,836.62,53.1,53.1,53.1,
,Hawthorne,Hawthorne,50.8,50.8,,,1.773739742,1.773739742,6.499386879,6.499386879,6.499386879,2995.35,2995.35,2995.35,59.18,59.18,59.18,
,San Bernardino,San Bernardino,71.8,71.8,,,2.006218905,2.006218905,0.691340797,0.691340797,0.691340797,1267.48,1267.48,1267.48,60.46,60.46,60.46,
,South El Monte,South El Monte,59.9,59.9,,,1.946261682,1.946261682,7.891975948,7.891975948,7.891975948,1209.56,1209.56,1209.56,51.92,51.92,51.92,
,Norwalk,Norwalk,55.2,55.2,,,1.635761589,1.635761589,0.782981394,0.782981394,0.782981394,718.24,718.24,718.24,54.27,54.27,54.27,
,Lynwood,Lynwood,52.8,52.8,,,2.145171743,2.145171743,3.935021851,3.935021851,3.935021851,2861.79,2861.79,2861.79,56.29,56.29,56.29,
,Fresno,Fresno,65.1,65.1,,,1.603642671,1.603642671,1.743592979,1.743592979,1.743592979,627.88,627.88,627.88,113.06,113.06,113.06,
,Los Angeles,Los Angeles,42.5,42.5,,,1.542260209,1.542260209,4.349377798,4.349377798,4.349377798,1121.98,1121.98,1121.98,100.36,100.36,100.36,
,Los Angeles,Los Angeles,70,70,,,1.939820743,1.939820743,2.754049685,2.754049685,2.754049685,2609.34,2609.34,2609.34,89.12,89.12,89.12,
,Baldwin Park,Baldwin Park,52.8,52.8,,,2.259090909,2.259090909,3.478069239,3.478069239,3.478069239,2982.11,2982.11,2982.11,62.29,62.29,62.29,
,Los Angeles,Los Angeles,70.3,70.3,,,1.434089001,1.434089001,10.75088094,10.75088094,10.75088094,1684.33,1684.33,1684.33,62.41,62.41,62.41,
,Los Angeles,Los Angeles,70.5,70.5,,,1.588522589,1.588522589,6.394258034,6.394258034,6.394258034,4101.43,4101.43,4101.43,60.77,60.77,60.77,
,Carson,Carson,32.6,32.6,,,2.462670873,2.462670873,1.316242844,1.316242844,1.316242844,1988.92,1988.92,1988.92,93.65,93.65,93.65,
,Los Angeles,Los Angeles,74.8,74.8,,,1.676258993,1.676258993,9.10307519,9.10307519,9.10307519,877.95,877.95,877.95,77.55,77.55,77.55,
,Paramount,Paramount,56.9,56.9,,,1.497393118,1.497393118,4.460664926,4.460664926,4.460664926,1022.2,1022.2,1022.2,53.74,53.74,53.74,
,Los Angeles,Los Angeles,67.6,67.6,,,1.50877193,1.50877193,5.378574301,5.378574301,5.378574301,2344.96,2344.96,2344.96,60.98,60.98,60.98,
,Selma,Selma,83.6,83.6,,,1.635135135,1.635135135,0.210612896,0.210612896,0.210612896,213.11,213.11,213.11,86,86,86,
,Pomona,Pomona,67.1,67.1,,,1.378603945,1.378603945,2.976898162,2.976898162,2.976898162,734.94,734.94,734.94,69.55,69.55,69.55,
,Oakland,Oakland,55.8,55.8,,,1.561514196,1.561514196,5.230274045,5.230274045,5.230274045,2145.76,2145.76,2145.76,189.95,189.95,189.95,
,Riverside,Riverside,63,63,,,1.713656388,1.713656388,2.746906372,2.746906372,2.746906372,1661.21,1661.21,1661.21,107.28,107.28,107.28,
,Corona,Corona,67.4,67.4,,,2.18127786,2.18127786,1.39440249,1.39440249,1.39440249,2942.21,2942.21,2942.21,43.29,43.29,43.29,
,San Pedro,San Pedro,56.1,56.1,,,1.225888325,1.225888325,13.08334424,13.08334424,13.08334424,678.7,678.7,678.7,84.98,84.98,84.98,
,Fresno,Fresno,79,79,,,1.422962963,1.422962963,4.175368129,4.175368129,4.175368129,599.92,599.92,599.92,119.79,119.79,119.79,
,Los Angeles,Los Angeles,60.9,60.9,,,1.807118255,1.807118255,6.17737681,6.17737681,6.17737681,1582.07,1582.07,1582.07,53.1,53.1,53.1,
,Bakersfield,Bakersfield,74.9,74.9,,,1.102409639,1.102409639,3.648839303,3.648839303,3.648839303,662.76,662.76,662.76,107.68,107.68,107.68,
,Compton,Compton,61.6,61.6,,,1.901263823,1.901263823,6.316565207,6.316565207,6.316565207,725.69,725.69,725.69,102.03,102.03,102.03,
,Long Beach,Long Beach,65.5,65.5,,,1.131782946,1.131782946,7.927059093,7.927059093,7.927059093,467.94,467.94,467.94,72.09,72.09,72.09,
,Pacoima,Pacoima,57.6,57.6,,,2.525264395,2.525264395,2.282798562,2.282798562,2.282798562,1816.25,1816.25,1816.25,57.29,57.29,57.29,
,Moreno Valley,Moreno Valley,61.8,61.8,,,2.094637224,2.094637224,4.019285553,4.019285553,4.019285553,685.71,685.71,685.71,56.62,56.62,56.62,
,Los Angeles,Los Angeles,71.9,71.9,,,1.295527157,1.295527157,7.634013808,7.634013808,7.634013808,3617.7,3617.7,3617.7,92.97,92.97,92.97,
,Los Angeles,Los Angeles,75.3,75.3,,,1.576569038,1.576569038,7.675728909,7.675728909,7.675728909,644.17,644.17,644.17,88.42,88.42,88.42,
,Oakland,Oakland,66.5,66.5,,,1.096410256,1.096410256,6.552388509,6.552388509,6.552388509,411.44,411.44,411.44,161.73,161.73,161.73,
,Bakersfield,Bakersfield,67,67,,,2.038095238,2.038095238,0.033346479,0.033346479,0.033346479,210.71,210.71,210.71,76.89,76.89,76.89,
,Sun Valley,Sun Valley,47.7,47.7,,,2.394304491,2.394304491,2.167229251,2.167229251,2.167229251,1508.63,1508.63,1508.63,76.89,76.89,76.89,
,Carson,Carson,30.4,30.4,,,2.32950709,2.32950709,2.77176478,2.77176478,2.77176478,2376.9,2376.9,2376.9,60.31,60.31,60.31,
,San Diego,San Diego,77.7,77.7,,,1.474480151,1.474480151,6.673432252,6.673432252,6.673432252,763.55,763.55,763.55,104.87,104.87,104.87,
,MC Farland,MC Farland,56.4,56.4,,,2.242772424,2.242772424,0.020170683,0.020170683,0.020170683,281.59,281.59,281.59,52.62,52.62,52.62,
,Bakersfield,Bakersfield,59.2,59.2,,,1.709109731,1.709109731,1.726014549,1.726014549,1.726014549,609.11,609.11,609.11,91.47,91.47,91.47,
,Los Angeles,Los Angeles,70.7,70.7,,,1.151612903,1.151612903,13.28275966,13.28275966,13.28275966,4043.36,4043.36,4043.36,92.32,92.32,92.32,
,Riverside,Riverside,79.6,79.6,,,1.437431991,1.437431991,6.674491648,6.674491648,6.674491648,762.99,762.99,762.99,62.49,62.49,62.49,
,Stockton,Stockton,64,64,,,1.870461237,1.870461237,0.098426614,0.098426614,0.098426614,589.87,589.87,589.87,53.28,53.28,53.28,
,Los Angeles,Los Angeles,64.8,64.8,,,1.278917145,1.278917145,12.20327621,12.20327621,12.20327621,1545.4,1545.4,1545.4,54.41,54.41,54.41,
,Pico Rivera,Pico Rivera,42.7,42.7,,,1.999107939,1.999107939,1.223712704,1.223712704,1.223712704,723.79,723.79,723.79,63.24,63.24,63.24,
,Compton,Compton,62.3,62.3,,,1.677443057,1.677443057,6.314429522,6.314429522,6.314429522,585.05,585.05,585.05,94.08,94.08,94.08,
,Fresno,Fresno,72.4,72.4,,,1.298943443,1.298943443,3.395888384,3.395888384,3.395888384,1026.47,1026.47,1026.47,125.06,125.06,125.06,
,Riverside,Riverside,45.4,45.4,,,2.437131631,2.437131631,0.41598983,0.41598983,0.41598983,1649.62,1649.62,1649.62,54.2,54.2,54.2,
,Los Angeles,Los Angeles,62.7,62.7,,,1.619784657,1.619784657,7.818926383,7.818926383,7.818926383,2413.14,2413.14,2413.14,53.1,53.1,53.1,
,Los Angeles,Los Angeles,79.3,79.3,,,1.412244898,1.412244898,6.758272336,6.758272336,6.758272336,791.01,791.01,791.01,63.52,63.52,63.52,
,Bell,Bell,60.9,60.9,,,2.018259936,2.018259936,4.949903758,4.949903758,4.949903758,578.32,578.32,578.32,43.88,43.88,43.88,
,Los Angeles,Los Angeles,51,51,,,1.943742824,1.943742824,6.223974731,6.223974731,6.223974731,1932.71,1932.71,1932.71,53.1,53.1,53.1,
,Los Banos,Los Banos,75.2,75.2,,,1.408646423,1.408646423,1.473460222,1.473460222,1.473460222,368.48,368.48,368.48,115.94,115.94,115.94,
,Huntington Park,Huntington Park,55.3,55.3,,,2.068093385,2.068093385,7.327902502,7.327902502,7.327902502,819.88,819.88,819.88,55.85,55.85,55.85,
,Wilmington,Wilmington,64.9,64.9,,,1.412823397,1.412823397,2.051188133,2.051188133,2.051188133,654.45,654.45,654.45,70.22,70.22,70.22,
,Los Angeles,Los Angeles,59.8,59.8,,,1.755481728,1.755481728,5.810685695,5.810685695,5.810685695,1070.58,1070.58,1070.58,71.27,71.27,71.27,
,Los Angeles,Los Angeles,58.5,58.5,,,1.480213904,1.480213904,9.400249417,9.400249417,9.400249417,2912.56,2912.56,2912.56,54.03,54.03,54.03,
,Bell,Bell,71.9,71.9,,,1.665964173,1.665964173,7.243304867,7.243304867,7.243304867,948.03,948.03,948.03,48.15,48.15,48.15,
,Colton,Colton,54.7,54.7,,,1.30738523,1.30738523,1.768547,1.768547,1.768547,2703.37,2703.37,2703.37,95.84,95.84,95.84,
,Pacoima,Pacoima,50.8,50.8,,,2.446453408,2.446453408,4.271944849,4.271944849,4.271944849,1700.28,1700.28,1700.28,73.79,73.79,73.79,
,Long Beach,Long Beach,64.9,64.9,,,1.951261967,1.951261967,8.147945699,8.147945699,8.147945699,1372.36,1372.36,1372.36,75.7,75.7,75.7,
,Oxnard,Oxnard,73,73,,,1.898381295,1.898381295,0.442145363,0.442145363,0.442145363,1017.34,1017.34,1017.34,116.73,116.73,116.73,
,Pomona,Pomona,73.7,73.7,,,1.923018293,1.923018293,5.226281422,5.226281422,5.226281422,505.86,505.86,505.86,70.31,70.31,70.31,
,Long Beach,Long Beach,51.7,51.7,,,1.627806563,1.627806563,3.600223539,3.600223539,3.600223539,2325.63,2325.63,2325.63,64.59,64.59,64.59,
,North Hollywood,North Hollywood,60.5,60.5,,,1.455417066,1.455417066,13.01912292,13.01912292,13.01912292,1087.32,1087.32,1087.32,68.36,68.36,68.36,
,Los Angeles,Los Angeles,75.4,75.4,,,1.691555556,1.691555556,10.21536034,10.21536034,10.21536034,914.29,914.29,914.29,63.52,63.52,63.52,
,Van Nuys,Van Nuys,66.8,66.8,,,1.132318501,1.132318501,10.58666083,10.58666083,10.58666083,1265.12,1265.12,1265.12,98.74,98.74,98.74,
,San Diego,San Diego,67.7,67.7,,,0.93412798,0.93412798,7.967686929,7.967686929,7.967686929,1071.3,1071.3,1071.3,73.61,73.61,73.61,
