id,state,abbr,poverty,povertyMoe,age,ageMoe,income,incomeMoe,healthcare,healthcareLow,healthcareHigh,obesity,obesityLow,obesityHigh,smokes,smokesLow,smokesHigh,-0.385218228
,San Francisco,San Francisco,71.2,71.2,,,0.1996997,0.1996997,117.2187421,117.2187421,117.2187421,603.06,603.06,603.06,88.76,88.76,88.76,
,Granada Hills,Granada Hills,30.4,30.4,,,2.313043478,2.313043478,3.019343855,3.019343855,3.019343855,2445.5,2445.5,2445.5,53.41,53.41,53.41,
,Visalia,Visalia,21.6,21.6,,,1.955029586,1.955029586,1.329475355,1.329475355,1.329475355,495.75,495.75,495.75,46.08,46.08,46.08,
,Banning,Banning,62.7,62.7,,,1.600628931,1.600628931,2.370678594,2.370678594,2.370678594,1051.74,1051.74,1051.74,96.29,96.29,96.29,
,Pomona,Pomona,38.4,38.4,,,1.90040107,1.90040107,5.20547378,5.20547378,5.20547378,412.56,412.56,412.56,48.06,48.06,48.06,
,Westminster,Westminster,37,37,,,2.011830635,2.011830635,5.019506046,5.019506046,5.019506046,860.19,860.19,860.19,38.28,38.28,38.28,
,Anaheim,Anaheim,50.3,50.3,,,2.038461538,2.038461538,3.571521468,3.571521468,3.571521468,756.8,756.8,756.8,46.51,46.51,46.51,
,Ventura,Ventura,45.7,45.7,,,1.772903226,1.772903226,0.974051908,0.974051908,0.974051908,777.62,777.62,777.62,37.64,37.64,37.64,
,Torrance,Torrance,16.9,16.9,,,1.791230893,1.791230893,5.049569953,5.049569953,5.049569953,923.45,923.45,923.45,57.63,57.63,57.63,
,Lake Elsinore,Lake Elsinore,65,65,,,1.72421401,1.72421401,4.197899049,4.197899049,4.197899049,504.75,504.75,504.75,45.1,45.1,45.1,
,Moreno Valley,Moreno Valley,11.3,11.3,,,2.314847943,2.314847943,0.768355543,0.768355543,0.768355543,425.73,425.73,425.73,55.44,55.44,55.44,
,Pinole,Pinole,30.1,30.1,,,1.841229839,1.841229839,3.095779577,3.095779577,3.095779577,1842.59,1842.59,1842.59,60.33,60.33,60.33,
,Tracy,Tracy,19.2,19.2,,,2.521226415,2.521226415,0.353871741,0.353871741,0.353871741,1058.59,1058.59,1058.59,44.43,44.43,44.43,
,Downey,Downey,42.9,42.9,,,1.99494524,1.99494524,4.362744483,4.362744483,4.362744483,784.56,784.56,784.56,49.21,49.21,49.21,
,San Jose,San Jose,50.2,50.2,,,2.203217612,2.203217612,8.093629395,8.093629395,8.093629395,611.55,611.55,611.55,44.78,44.78,44.78,
,Homeland,Homeland,47.8,47.8,,,2.457492795,2.457492795,0.157393108,0.157393108,0.157393108,197.12,197.12,197.12,44.97,44.97,44.97,
,Oxnard,Oxnard,57.1,57.1,,,1.674125874,1.674125874,6.337399899,6.337399899,6.337399899,455.53,455.53,455.53,116.82,116.82,116.82,
,Fairfield,Fairfield,62.1,62.1,,,1.762042389,1.762042389,2.666174633,2.666174633,2.666174633,1617.85,1617.85,1617.85,119.73,119.73,119.73,
,Torrance,Torrance,17.7,17.7,,,1.998853211,1.998853211,4.243427783,4.243427783,4.243427783,1677.03,1677.03,1677.03,44.66,44.66,44.66,
,Hinkley,Hinkley,31.2,31.2,,,1.948885077,1.948885077,0.003431286,0.003431286,0.003431286,269.85,269.85,269.85,58.82,58.82,58.82,
,San Jose,San Jose,37.4,37.4,,,1.343537415,1.343537415,4.253112084,4.253112084,4.253112084,1344.34,1344.34,1344.34,59.53,59.53,59.53,
,Sun City,Sun City,45.8,45.8,,,2.277089783,2.277089783,0.291317429,0.291317429,0.291317429,697.17,697.17,697.17,36.71,36.71,36.71,
,Los Angeles,Los Angeles,68.2,68.2,,,1.562737643,1.562737643,5.288238001,5.288238001,5.288238001,728.15,728.15,728.15,46.37,46.37,46.37,
,Santa Ana,Santa Ana,71.9,71.9,,,1.610473458,1.610473458,9.287968918,9.287968918,9.287968918,980.13,980.13,980.13,42.18,42.18,42.18,
,San Jose,San Jose,43.7,43.7,,,2.478666667,2.478666667,2.610492901,2.610492901,2.610492901,812.76,812.76,812.76,39.04,39.04,39.04,
,Grand Terrace,Grand Terrace,31.7,31.7,,,2.124087591,2.124087591,1.971332751,1.971332751,1.971332751,1936.87,1936.87,1936.87,45.16,45.16,45.16,
,Colusa,Colusa,44.2,44.2,,,1.976809955,1.976809955,0.033126698,0.033126698,0.033126698,128.97,128.97,128.97,54.29,54.29,54.29,
,Anaheim,Anaheim,30.8,30.8,,,1.815804434,1.815804434,5.396896886,5.396896886,5.396896886,954.2,954.2,954.2,60.83,60.83,60.83,
,Los Angeles,Los Angeles,18.7,18.7,,,1.417388515,1.417388515,2.660701309,2.660701309,2.660701309,1904.17,1904.17,1904.17,33.1,33.1,33.1,
,Los Angeles,Los Angeles,33.5,33.5,,,1.209518883,1.209518883,45.91177254,45.91177254,45.91177254,1142.73,1142.73,1142.73,39.44,39.44,39.44,
,Perris,Perris,27,27,,,2.128824477,2.128824477,0.134138802,0.134138802,0.134138802,345.42,345.42,345.42,60.56,60.56,60.56,
,San Diego,San Diego,26.2,26.2,,,1.007291667,1.007291667,2.09439421,2.09439421,2.09439421,1173.4,1173.4,1173.4,77.19,77.19,77.19,
,Los Angeles,Los Angeles,24.3,24.3,,,1.300293255,1.300293255,8.46967977,8.46967977,8.46967977,4248.62,4248.62,4248.62,17.49,17.49,17.49,
,Anaheim,Anaheim,33.9,33.9,,,2.046766744,2.046766744,5.338385075,5.338385075,5.338385075,1021.82,1021.82,1021.82,62.05,62.05,62.05,
,San Leandro,San Leandro,22,22,,,1.891749561,1.891749561,6.620274574,6.620274574,6.620274574,387.16,387.16,387.16,72.37,72.37,72.37,
,Torrance,Torrance,32.2,32.2,,,1.906301824,1.906301824,5.214154483,5.214154483,5.214154483,1297.23,1297.23,1297.23,41.03,41.03,41.03,
,Alhambra,Alhambra,40.7,40.7,,,1.606166783,1.606166783,12.78670647,12.78670647,12.78670647,946.78,946.78,946.78,38.05,38.05,38.05,
,Santa Rosa,Santa Rosa,46.6,46.6,,,2.216104611,2.216104611,4.739177201,4.739177201,4.739177201,1424.57,1424.57,1424.57,74.91,74.91,74.91,
,Monterey Park,Monterey Park,53.1,53.1,,,1.849298353,1.849298353,9.009200864,9.009200864,9.009200864,1579.76,1579.76,1579.76,22.59,22.59,22.59,
,Manteca,Manteca,37.4,37.4,,,1.881632653,1.881632653,4.572557471,4.572557471,4.572557471,552.07,552.07,552.07,95.8,95.8,95.8,
,Los Angeles,Los Angeles,33.9,33.9,,,1.252167061,1.252167061,9.675342709,9.675342709,9.675342709,1774.08,1774.08,1774.08,25.6,25.6,25.6,
,Azusa,Azusa,31.1,31.1,,,2.340974212,2.340974212,4.300872967,4.300872967,4.300872967,612.97,612.97,612.97,66.74,66.74,66.74,
,Salinas,Salinas,72,72,,,1.593059937,1.593059937,5.84786084,5.84786084,5.84786084,695.39,695.39,695.39,63.94,63.94,63.94,
,San Jose,San Jose,49.8,49.8,,,1.405717762,1.405717762,9.47887495,9.47887495,9.47887495,1115.39,1115.39,1115.39,36.04,36.04,36.04,
,Antioch,Antioch,34,34,,,2.403537639,2.403537639,2.676347937,2.676347937,2.676347937,992.92,992.92,992.92,166.42,166.42,166.42,
,National City,National City,42.4,42.4,,,1.833823529,1.833823529,3.972948304,3.972948304,3.972948304,644.23,644.23,644.23,70.71,70.71,70.71,
,San Mateo,San Mateo,41.7,41.7,,,1.725620567,1.725620567,7.579382276,7.579382276,7.579382276,1779.77,1779.77,1779.77,63.24,63.24,63.24,
,Garden Grove,Garden Grove,41,41,,,2.390700483,2.390700483,4.041654403,4.041654403,4.041654403,1250.97,1250.97,1250.97,34.65,34.65,34.65,
,Los Angeles,Los Angeles,49.3,49.3,,,1.235221675,1.235221675,47.10240938,47.10240938,47.10240938,1577.94,1577.94,1577.94,43.98,43.98,43.98,
,Elk Grove,Elk Grove,44.4,44.4,,,2.047553093,2.047553093,2.299311569,2.299311569,2.299311569,990.33,990.33,990.33,69.34,69.34,69.34,
,Atwater,Atwater,29.4,29.4,,,1.881728045,1.881728045,2.489896302,2.489896302,2.489896302,635.38,635.38,635.38,67.83,67.83,67.83,
,Elk Grove,Elk Grove,27,27,,,1.840501792,1.840501792,0.073454222,0.073454222,0.073454222,635.85,635.85,635.85,42.78,42.78,42.78,
,Coalinga,Coalinga,37.7,37.7,,,1.749570201,1.749570201,0.43104958,0.43104958,0.43104958,96.57,96.57,96.57,59.49,59.49,59.49,
,Alhambra,Alhambra,22.7,22.7,,,1.93602517,1.93602517,4.208041471,4.208041471,4.208041471,2665.38,2665.38,2665.38,36.03,36.03,36.03,
,Covina,Covina,38.1,38.1,,,1.750713606,1.750713606,5.166184655,5.166184655,5.166184655,620.15,620.15,620.15,64.77,64.77,64.77,
,Visalia,Visalia,33,33,,,1.809484873,1.809484873,0.788289684,0.788289684,0.788289684,461.27,461.27,461.27,46.08,46.08,46.08,
,Fresno,Fresno,20.7,20.7,,,1.874300474,1.874300474,4.160682317,4.160682317,4.160682317,336.53,336.53,336.53,93.23,93.23,93.23,
,Watsonville,Watsonville,64,64,,,1.882324917,1.882324917,4.613977429,4.613977429,4.613977429,478.72,478.72,478.72,62.57,62.57,62.57,
,Seal Beach,Seal Beach,39.9,39.9,,,1.047222222,1.047222222,9.942171389,9.942171389,9.942171389,807.4,807.4,807.4,25.87,25.87,25.87,
,Sacramento,Sacramento,57.5,57.5,,,1.413230241,1.413230241,3.481726682,3.481726682,3.481726682,1151.57,1151.57,1151.57,133.9,133.9,133.9,
,San Diego,San Diego,65.2,65.2,,,1.641623489,1.641623489,6.107858919,6.107858919,6.107858919,533.72,533.72,533.72,80.83,80.83,80.83,
,Sacramento,Sacramento,72,72,,,1.631812421,1.631812421,3.900916957,3.900916957,3.900916957,698.96,698.96,698.96,86.09,86.09,86.09,
,Castroville,Castroville,41.4,41.4,,,2.137596899,2.137596899,0.034345796,0.034345796,0.034345796,706.01,706.01,706.01,42.54,42.54,42.54,
,Watsonville,Watsonville,45,45,,,2.207934337,2.207934337,2.996901658,2.996901658,2.996901658,575.36,575.36,575.36,62.57,62.57,62.57,
,Sacramento,Sacramento,43.1,43.1,,,1.724176231,1.724176231,5.641750714,5.641750714,5.641750714,772.77,772.77,772.77,80,80,80,
,Concord,Concord,31.5,31.5,,,1.959601874,1.959601874,0.406163866,0.406163866,0.406163866,406.4,406.4,406.4,115.41,115.41,115.41,
,Fontana,Fontana,57.1,57.1,,,2.070754717,2.070754717,3.878723658,3.878723658,3.878723658,676.61,676.61,676.61,36.9,36.9,36.9,
,Montebello,Montebello,29.3,29.3,,,2.032407407,2.032407407,3.726942153,3.726942153,3.726942153,1674.88,1674.88,1674.88,25.98,25.98,25.98,
,Hollister,Hollister,24.9,24.9,,,2.235792019,2.235792019,0.520480496,0.520480496,0.520480496,644.31,644.31,644.31,55.09,55.09,55.09,
,Riverside,Riverside,37.6,37.6,,,2.032407407,2.032407407,2.160127244,2.160127244,2.160127244,1576.69,1576.69,1576.69,62.49,62.49,62.49,
,Stanton,Stanton,42.1,42.1,,,2.111179361,2.111179361,5.091852876,5.091852876,5.091852876,678.08,678.08,678.08,43.56,43.56,43.56,
,Fresno,Fresno,25.7,25.7,,,2.009957326,2.009957326,2.991803095,2.991803095,2.991803095,742.69,742.69,742.69,77.98,77.98,77.98,
,Stockton,Stockton,20.1,20.1,,,2.176843318,2.176843318,1.626946716,1.626946716,1.626946716,1440.63,1440.63,1440.63,47.62,47.62,47.62,
,Sanger,Sanger,23.5,23.5,,,2.4332893,2.4332893,0.043113783,0.043113783,0.043113783,195.18,195.18,195.18,64,64,64,
,San Leandro,San Leandro,42.2,42.2,,,1.539813289,1.539813289,6.09645755,6.09645755,6.09645755,1851.76,1851.76,1851.76,64.89,64.89,64.89,
,Hemet,Hemet,75.8,75.8,,,1.523989899,1.523989899,3.297654001,3.297654001,3.297654001,390.25,390.25,390.25,98.89,98.89,98.89,
,Sylmar,Sylmar,62.1,62.1,,,1.350356295,1.350356295,14.67928491,14.67928491,14.67928491,1481.91,1481.91,1481.91,64.44,64.44,64.44,
,Corning,Corning,44.4,44.4,,,1.86849711,1.86849711,0.020587814,0.020587814,0.020587814,213.01,213.01,213.01,60.98,60.98,60.98,
,Santa Rosa,Santa Rosa,37.1,37.1,,,2.154765137,2.154765137,0.45568517,0.45568517,0.45568517,519.83,519.83,519.83,64.09,64.09,64.09,
,Hawaiian Gardens,Hawaiian Gardens,62.5,62.5,,,2.178242678,2.178242678,7.104828359,7.104828359,7.104828359,525.11,525.11,525.11,53.07,53.07,53.07,
,Fresno,Fresno,34.5,34.5,,,1.512975779,1.512975779,3.727721649,3.727721649,3.727721649,543.33,543.33,543.33,41.92,41.92,41.92,
,Salinas,Salinas,63.3,63.3,,,1.611764706,1.611764706,3.68083236,3.68083236,3.68083236,976.2,976.2,976.2,61.78,61.78,61.78,
,Castro Valley,Castro Valley,32.3,32.3,,,1.540834846,1.540834846,4.673698032,4.673698032,4.673698032,1912.33,1912.33,1912.33,68.95,68.95,68.95,
,Fillmore,Fillmore,42.4,42.4,,,1.783333333,1.783333333,0.091439825,0.091439825,0.091439825,370.65,370.65,370.65,31.63,31.63,31.63,
,Irvine,Irvine,46,46,,,1.567164179,1.567164179,4.232212692,4.232212692,4.232212692,1656.64,1656.64,1656.64,22.92,22.92,22.92,
,Fairfield,Fairfield,42.6,42.6,,,2.11043412,2.11043412,3.793008431,3.793008431,3.793008431,1263.3,1263.3,1263.3,119.73,119.73,119.73,
,Monterey Park,Monterey Park,40.8,40.8,,,2.121859296,2.121859296,4.484919896,4.484919896,4.484919896,964.59,964.59,964.59,32.81,32.81,32.81,
,Los Angeles,Los Angeles,35.6,35.6,,,1.863045142,1.863045142,5.578453262,5.578453262,5.578453262,1041.14,1041.14,1041.14,40.64,40.64,40.64,
,Van Nuys,Van Nuys,24.7,24.7,,,1.340460526,1.340460526,14.99931421,14.99931421,14.99931421,2880.76,2880.76,2880.76,34.43,34.43,34.43,
,Fairfield,Fairfield,64.5,64.5,,,1.408256881,1.408256881,2.942210927,2.942210927,2.942210927,443.4,443.4,443.4,119.73,119.73,119.73,
,San Diego,San Diego,31.2,31.2,,,2.157618214,2.157618214,1.943581943,1.943581943,1.943581943,1412.96,1412.96,1412.96,92.91,92.91,92.91,
,Culver City,Culver City,48,48,,,1.51552795,1.51552795,8.543016366,8.543016366,8.543016366,4230.96,4230.96,4230.96,37.72,37.72,37.72,
,San Jose,San Jose,30.4,30.4,,,1.874403341,1.874403341,3.83650825,3.83650825,3.83650825,1247.79,1247.79,1247.79,29.32,29.32,29.32,
,Escalon,Escalon,30.9,30.9,,,2.085294118,2.085294118,1.126801566,1.126801566,1.126801566,317.76,317.76,317.76,42.27,42.27,42.27,
,Garden Grove,Garden Grove,48,48,,,2.044364508,2.044364508,6.278648781,6.278648781,6.278648781,2162.38,2162.38,2162.38,33.31,33.31,33.31,
,Hayward,Hayward,35,35,,,1.558205565,1.558205565,5.363374719,5.363374719,5.363374719,841.8,841.8,841.8,104.82,104.82,104.82,
,Inglewood,Inglewood,25.5,25.5,,,1.59375,1.59375,5.034273299,5.034273299,5.034273299,683.69,683.69,683.69,108.51,108.51,108.51,
,North Hollywood,North Hollywood,24.7,24.7,,,1.562874251,1.562874251,11.64725359,11.64725359,11.64725359,2232.14,2232.14,2232.14,39.17,39.17,39.17,
,Sacramento,Sacramento,34.9,34.9,,,1.529035695,1.529035695,3.135578651,3.135578651,3.135578651,2116.99,2116.99,2116.99,79.89,79.89,79.89,
,Granada Hills,Granada Hills,20.9,20.9,,,2.393258427,2.393258427,2.683812264,2.683812264,2.683812264,2565.52,2565.52,2565.52,53.41,53.41,53.41,
,Walnut,Walnut,20.3,20.3,,,2.344805609,2.344805609,0.916787547,0.916787547,0.916787547,2723.37,2723.37,2723.37,24.76,24.76,24.76,
,San Jose,San Jose,48.8,48.8,,,2.083860759,2.083860759,4.652564764,4.652564764,4.652564764,781.94,781.94,781.94,38.26,38.26,38.26,
,Torrance,Torrance,27.9,27.9,,,1.947806005,1.947806005,5.530716999,5.530716999,5.530716999,727.41,727.41,727.41,45.71,45.71,45.71,
,Isleton,Isleton,48.7,48.7,,,1.762562814,1.762562814,0.027608565,0.027608565,0.027608565,508.95,508.95,508.95,36.33,36.33,36.33,
,Hayward,Hayward,19.2,19.2,,,2.441558442,2.441558442,1.627018681,1.627018681,1.627018681,1738.72,1738.72,1738.72,107.81,107.81,107.81,
,Woodland,Woodland,24.3,24.3,,,2.266801619,2.266801619,0.03703585,0.03703585,0.03703585,318.62,318.62,318.62,49.69,49.69,49.69,
,Lakewood,Lakewood,19.2,19.2,,,1.754180602,1.754180602,5.44768836,5.44768836,5.44768836,679.81,679.81,679.81,49.91,49.91,49.91,
,Vacaville,Vacaville,9.3,9.3,,,2.390860692,2.390860692,0.16388426,0.16388426,0.16388426,724.15,724.15,724.15,74.42,74.42,74.42,
,Los Angeles,Los Angeles,45.7,45.7,,,1.407183365,1.407183365,23.58472662,23.58472662,23.58472662,1521.54,1521.54,1521.54,19.33,19.33,19.33,
,Hemet,Hemet,57.1,57.1,,,1.779450262,1.779450262,0.308605761,0.308605761,0.308605761,200.29,200.29,200.29,59.01,59.01,59.01,
,Murrieta,Murrieta,34.1,34.1,,,1.88788222,1.88788222,2.094495536,2.094495536,2.094495536,1550.48,1550.48,1550.48,33.01,33.01,33.01,
,Los Angeles,Los Angeles,22.8,22.8,,,1.127106742,1.127106742,42.90077528,42.90077528,42.90077528,1366.44,1366.44,1366.44,29.02,29.02,29.02,
,Lake Forest,Lake Forest,40.6,40.6,,,1.699392713,1.699392713,4.556618188,4.556618188,4.556618188,2507.43,2507.43,2507.43,26.96,26.96,26.96,
,Claremont,Claremont,41.3,41.3,,,1.811272958,1.811272958,3.805832251,3.805832251,3.805832251,1903.17,1903.17,1903.17,34.03,34.03,34.03,
,Beaumont,Beaumont,36.4,36.4,,,1.780395853,1.780395853,2.15304095,2.15304095,2.15304095,971.83,971.83,971.83,60.9,60.9,60.9,
,Moreno Valley,Moreno Valley,41.1,41.1,,,2.175572519,2.175572519,3.118306731,3.118306731,3.118306731,322.19,322.19,322.19,51.91,51.91,51.91,
,Brea,Brea,19.8,19.8,,,1.833695652,1.833695652,3.897868755,3.897868755,3.897868755,1625.84,1625.84,1625.84,36.98,36.98,36.98,
,Santa Ana,Santa Ana,74.4,74.4,,,2.059688581,2.059688581,8.318601016,8.318601016,8.318601016,783.96,783.96,783.96,46.57,46.57,46.57,
,Bakersfield,Bakersfield,37.2,37.2,,,1.920203735,1.920203735,2.63800031,2.63800031,2.63800031,441.51,441.51,441.51,111.62,111.62,111.62,
,Placentia,Placentia,21.5,21.5,,,2.134099617,2.134099617,4.426241913,4.426241913,4.426241913,1082.46,1082.46,1082.46,30.31,30.31,30.31,
,Hemet,Hemet,56.3,56.3,,,1.889164599,1.889164599,3.353893832,3.353893832,3.353893832,709.76,709.76,709.76,63.31,63.31,63.31,
,Sylmar,Sylmar,39.4,39.4,,,2.41001065,2.41001065,1.509246127,1.509246127,1.509246127,1186,1186,1186,64.44,64.44,64.44,
,Stanton,Stanton,42.5,42.5,,,1.882534096,1.882534096,7.036035541,7.036035541,7.036035541,1079.74,1079.74,1079.74,45.62,45.62,45.62,
,Cerritos,Cerritos,12.3,12.3,,,2.270899471,2.270899471,1.995341883,1.995341883,1.995341883,1257.16,1257.16,1257.16,44.98,44.98,44.98,
,Salinas,Salinas,40.8,40.8,,,1.846511628,1.846511628,0.499448093,0.499448093,0.499448093,494.8,494.8,494.8,49.59,49.59,49.59,
,Antioch,Antioch,40.4,40.4,,,1.766947453,1.766947453,3.273134611,3.273134611,3.273134611,594.19,594.19,594.19,175.02,175.02,175.02,
,Watsonville,Watsonville,44.8,44.8,,,1.814123377,1.814123377,4.06352742,4.06352742,4.06352742,506,506,506,62.57,62.57,62.57,
,North Hollywood,North Hollywood,30.3,30.3,,,1.273221757,1.273221757,24.31476906,24.31476906,24.31476906,789.09,789.09,789.09,57.11,57.11,57.11,
,West Covina,West Covina,20.3,20.3,,,2.440134907,2.440134907,3.520162122,3.520162122,3.520162122,724.59,724.59,724.59,34.73,34.73,34.73,
,Colusa,Colusa,40.8,40.8,,,1.895899054,1.895899054,0.022609576,0.022609576,0.022609576,94.41,94.41,94.41,52.91,52.91,52.91,
,Mission Hills,Mission Hills,27.3,27.3,,,2.547110055,2.547110055,2.307993398,2.307993398,2.307993398,1645.3,1645.3,1645.3,61.6,61.6,61.6,
,San Leandro,San Leandro,34.6,34.6,,,1.429559748,1.429559748,9.316440813,9.316440813,9.316440813,385.68,385.68,385.68,107.85,107.85,107.85,
,Sun Valley,Sun Valley,17.1,17.1,,,2.017309205,2.017309205,3.101249863,3.101249863,3.101249863,1923.71,1923.71,1923.71,38.17,38.17,38.17,
,Yucaipa,Yucaipa,33.3,33.3,,,2.094530967,2.094530967,1.664313873,1.664313873,1.664313873,1272.81,1272.81,1272.81,41.86,41.86,41.86,
,Vallejo,Vallejo,42.1,42.1,,,2.184615385,2.184615385,2.64994334,2.64994334,2.64994334,1475.71,1475.71,1475.71,93.65,93.65,93.65,
,Highland,Highland,42,42,,,2.183064997,2.183064997,2.970652229,2.970652229,2.970652229,634.82,634.82,634.82,65.8,65.8,65.8,
,San Diego,San Diego,73.9,73.9,,,1.494462541,1.494462541,12.35298696,12.35298696,12.35298696,1622.58,1622.58,1622.58,80.83,80.83,80.83,
,Hemet,Hemet,62.5,62.5,,,1.180423667,1.180423667,4.673560111,4.673560111,4.673560111,410.83,410.83,410.83,92.02,92.02,92.02,
,Covina,Covina,47.6,47.6,,,1.8,1.8,3.758939151,3.758939151,3.758939151,474.15,474.15,474.15,55.86,55.86,55.86,
,Oakland,Oakland,59,59,,,1.474408602,1.474408602,8.321994977,8.321994977,8.321994977,267.33,267.33,267.33,137.45,137.45,137.45,
,Santa Ana,Santa Ana,49.3,49.3,,,2.239948119,2.239948119,5.069114337,5.069114337,5.069114337,1279.89,1279.89,1279.89,38.05,38.05,38.05,
,Los Angeles,Los Angeles,40.6,40.6,,,1.166774822,1.166774822,39.07354152,39.07354152,39.07354152,1610.15,1610.15,1610.15,27.82,27.82,27.82,
,Moreno Valley,Moreno Valley,37.3,37.3,,,2.413793103,2.413793103,1.741618726,1.741618726,1.741618726,1169.45,1169.45,1169.45,46.4,46.4,46.4,
,San Bernardino,San Bernardino,30,30,,,2.168700042,2.168700042,1.399979765,1.399979765,1.399979765,612.31,612.31,612.31,72.92,72.92,72.92,
,Redding,Redding,48.5,48.5,,,1.830348728,1.830348728,0.809578248,0.809578248,0.809578248,184.64,184.64,184.64,79.1,79.1,79.1,
,Los Angeles,Los Angeles,34.3,34.3,,,1.497220506,1.497220506,14.02702839,14.02702839,14.02702839,3049.47,3049.47,3049.47,37.85,37.85,37.85,
,Hacienda Heights,Hacienda Heights,12.5,12.5,,,2.614690722,2.614690722,1.577845523,1.577845523,1.577845523,1933.53,1933.53,1933.53,46.47,46.47,46.47,
,Chico,Chico,65.4,65.4,,,1.700828157,1.700828157,3.528329695,3.528329695,3.528329695,486.2,486.2,486.2,36.51,36.51,36.51,
,Escondido,Escondido,66,66,,,1.981794538,1.981794538,4.805530298,4.805530298,4.805530298,464.67,464.67,464.67,40.55,40.55,40.55,
,Emeryville,Emeryville,25.3,25.3,,,1.118001723,1.118001723,7.835602636,7.835602636,7.835602636,3673.64,3673.64,3673.64,75.36,75.36,75.36,
,San Jose,San Jose,27.1,27.1,,,2.887147335,2.887147335,2.317177811,2.317177811,2.317177811,1880.77,1880.77,1880.77,40.54,40.54,40.54,
,Northridge,Northridge,20.3,20.3,,,2.086859688,2.086859688,1.601190457,1.601190457,1.601190457,1079.36,1079.36,1079.36,49.36,49.36,49.36,
,Long Beach,Long Beach,25.5,25.5,,,1.630075188,1.630075188,7.717926168,7.717926168,7.717926168,2600.55,2600.55,2600.55,49.44,49.44,49.44,
,Burbank,Burbank,17,17,,,1.869083585,1.869083585,4.278988077,4.278988077,4.278988077,1112.47,1112.47,1112.47,36.43,36.43,36.43,
,Los Angeles,Los Angeles,18.7,18.7,,,1.463054187,1.463054187,9.968367737,9.968367737,9.968367737,1126.66,1126.66,1126.66,34.59,34.59,34.59,
,Hawthorne,Hawthorne,14.1,14.1,,,1.787725632,1.787725632,2.89303775,2.89303775,2.89303775,2623.07,2623.07,2623.07,73.86,73.86,73.86,
,Gilroy,Gilroy,46.8,46.8,,,2.070304302,2.070304302,3.729802095,3.729802095,3.729802095,598.81,598.81,598.81,67.35,67.35,67.35,
,Burbank,Burbank,19.6,19.6,,,1.43465531,1.43465531,5.412746192,5.412746192,5.412746192,1810.12,1810.12,1810.12,31.28,31.28,31.28,
,Palo Alto,Palo Alto,55.9,55.9,,,1.49016035,1.49016035,11.33460429,11.33460429,11.33460429,2625.93,2625.93,2625.93,42.22,42.22,42.22,
,Atwater,Atwater,18,18,,,2.615017878,2.615017878,0.304903834,0.304903834,0.304903834,620.64,620.64,620.64,59.94,59.94,59.94,
,Culver City,Culver City,37.8,37.8,,,1.646818182,1.646818182,7.455475626,7.455475626,7.455475626,2077.26,2077.26,2077.26,31.53,31.53,31.53,
,Berkeley,Berkeley,37.1,37.1,,,1.542797495,1.542797495,11.8480838,11.8480838,11.8480838,551.54,551.54,551.54,85.49,85.49,85.49,
,Sacramento,Sacramento,45.5,45.5,,,1.178842782,1.178842782,6.26420426,6.26420426,6.26420426,1644.98,1644.98,1644.98,58.56,58.56,58.56,
,Sacramento,Sacramento,62.5,62.5,,,1.954478708,1.954478708,2.796666502,2.796666502,2.796666502,677.58,677.58,677.58,73.95,73.95,73.95,
,Stanton,Stanton,35.2,35.2,,,1.9511323,1.9511323,6.081616394,6.081616394,6.081616394,1268.6,1268.6,1268.6,31.65,31.65,31.65,
,Fontana,Fontana,18.3,18.3,,,2.580898215,2.580898215,2.101965233,2.101965233,2.101965233,1074.16,1074.16,1074.16,42.25,42.25,42.25,
,Imperial Beach,Imperial Beach,56.8,56.8,,,1.75529661,1.75529661,11.27945425,11.27945425,11.27945425,806.3,806.3,806.3,65.97,65.97,65.97,
,West Covina,West Covina,33.6,33.6,,,1.871020408,1.871020408,5.967193086,5.967193086,5.967193086,602.98,602.98,602.98,37.93,37.93,37.93,
,Sylmar,Sylmar,28.1,28.1,,,2.165178571,2.165178571,3.042009955,3.042009955,3.042009955,905.39,905.39,905.39,64.44,64.44,64.44,
,Big Bear Lake,Big Bear Lake,26.6,26.6,,,1.887037037,1.887037037,0.366712138,0.366712138,0.366712138,644.41,644.41,644.41,60.36,60.36,60.36,
,San Jacinto,San Jacinto,70.6,70.6,,,1.755791506,1.755791506,2.198270204,2.198270204,2.198270204,530.94,530.94,530.94,59.86,59.86,59.86,
,Lancaster,Lancaster,30.9,30.9,,,2.100052659,2.100052659,0.726683113,0.726683113,0.726683113,673.4,673.4,673.4,106.66,106.66,106.66,
,Oakland,Oakland,51.6,51.6,,,1.422011662,1.422011662,10.15304755,10.15304755,10.15304755,1284.52,1284.52,1284.52,52.69,52.69,52.69,
,Los Angeles,Los Angeles,50.9,50.9,,,1.763450422,1.763450422,3.995258286,3.995258286,3.995258286,1603.77,1603.77,1603.77,37.42,37.42,37.42,
,Moreno Valley,Moreno Valley,49.3,49.3,,,2.168367347,2.168367347,4.210634884,4.210634884,4.210634884,379.27,379.27,379.27,57.88,57.88,57.88,
,Fresno,Fresno,40.9,40.9,,,1.586956522,1.586956522,0.68586658,0.68586658,0.68586658,383.75,383.75,383.75,41.73,41.73,41.73,
,San Diego,San Diego,17,17,,,1.200545416,1.200545416,12.48815805,12.48815805,12.48815805,306.71,306.71,306.71,78.37,78.37,78.37,
