id,state,abbr,pollution,poverty,ageMoe,cars,density,traffic,asthma,-0.385218228
,Lake Elsinore,Lake Elsinore,4.08,37.8,,2.358439201,0.022047916,406.01,38.89,
,Burbank,Burbank,6.05,26.5,,1.695993716,5.207601441,1011.06,39.76,
,Lodi,Lodi,6.02,44.3,,2.378708551,0.027519658,418.53,26.11,
,San Bernardino,San Bernardino,4.36,38.8,,1.925443787,0.386782669,244.9,62.11,
,Lompoc,Lompoc,3.65,66.5,,1.375408764,4.8424799,344.47,56.87,
,San Jose,San Jose,7.59,9,,1.478006767,0.940913517,1651.63,25.97,
,Anaheim,Anaheim,5.06,23.5,,2.336999214,3.895610173,956.96,62.05,
,Sacramento,Sacramento,4.62,37.4,,1.967817896,1.723748118,642.61,55.66,
,King City,King City,4.12,69.2,,1.680111266,3.068749058,39.41,30.46,
,Sacramento,Sacramento,5.72,20.1,,2.007009346,2.905328296,1135.48,79.67,
,Sunnyvale,Sunnyvale,5.32,22.9,,1.707126949,7.513511561,1185.24,43.39,
,Sacramento,Sacramento,5.24,33.6,,1.732582688,3.269060844,2024.49,64.78,
,Adelanto,Adelanto,3.21,55.6,,1.847579425,0.774881402,645.94,106.71,
,La Mesa,La Mesa,5.64,27.6,,1.632166791,3.50132022,1371.59,71.34,
,Davis,Davis,5.63,75.7,,1.24411303,0.377026574,605.79,23.36,
,Canyon Country,Canyon Country,4.88,44.6,,1.702588802,6.767805832,718.1,30.97,
,Concord,Concord,4.12,40.8,,2.084307179,3.903284991,2014.42,125.8,
,Salinas,Salinas,4.7,30.8,,1.64446621,3.333099491,605.31,108.24,
,Sylmar,Sylmar,5.83,29.5,,2.5,0.002311997,545.84,41.49,
,Napa,Napa,4.23,43.7,,1.88725778,5.612129384,656.12,43.97,
,Camp Pendleton,Camp Pendleton,7.56,49.4,,1.754029937,0.051225791,2394.83,22.72,
,Ventura,Ventura,5.18,25.4,,2.028116907,3.127080032,553.93,37.94,
,Van Nuys,Van Nuys,6.17,26.6,,1.530661516,8.606623587,857.89,46.53,
,San Jose,San Jose,3.9,40.3,,2.717569787,4.394865278,746.2,56.72,
,El Centro,El Centro,4.89,15.8,,2.28214078,0.561810789,510.51,111.93,
,Visalia,Visalia,6.96,25.2,,2.039138943,0.303588147,757.43,54.91,
,Lancaster,Lancaster,3.2,39.6,,2,2.089572756,635.72,135.26,
,Azusa,Azusa,5.11,28.5,,2.226865672,4.118546901,1943.54,43.71,
,San Diego,San Diego,3.83,49.3,,1.953249715,2.609197708,278.78,56.54,
,Los Angeles,Los Angeles,6.31,16.1,,2.006507592,3.889559112,2449.15,35.57,
,Granada Hills,Granada Hills,5.72,34.4,,1.754457652,5.443411016,1084.52,29.16,
,Somis,Somis,5.9,41.3,,1.861888112,0.045609249,554.12,31.05,
,Nicolaus,Nicolaus,5.54,33.3,,2.385842473,0.011876153,105.54,28.51,
,Northridge,Northridge,5.94,25.1,,2.022103659,4.652063511,1333.56,39.34,
,Los Angeles,Los Angeles,5.35,27.1,,1.565470417,7.606288409,1520.55,28.28,
,Fremont,Fremont,4.59,21.4,,1.7355971,4.75706252,1230.06,55.53,
,Covina,Covina,4.9,29.7,,2.241628365,3.229407076,604.97,40.09,
,Garden Grove,Garden Grove,4.74,28.8,,2.376918704,3.662228719,567.26,41.78,
,West Covina,West Covina,5.81,21.2,,2.498809524,1.338802699,1612.83,32.17,
,Sacramento,Sacramento,5.73,30.3,,1.871753247,2.437305373,1822.18,60.08,
,Artesia,Artesia,4.53,31.7,,2.10182025,4.633664333,530.28,36.06,
,Vallejo,Vallejo,3.13,48.1,,1.469298246,3.497826621,471.05,193.5,
,Mountain View,Mountain View,7.47,29.3,,1.637393768,0.074269463,2234.42,19.61,
,Santa Clara,Santa Clara,5.67,29,,2.024787535,6.235862332,672.98,25.15,
,Coachella,Coachella,3.46,80.6,,1.879558948,2.735802051,278.66,50.18,
,Oceanside,Oceanside,4.82,41.1,,2.070866142,2.369336782,591.11,36.18,
,El Cerrito,El Cerrito,5.18,37.7,,1.329491525,5.853452366,1321.04,47.25,
,Woodland Hills,Woodland Hills,6.61,22.8,,1.797647059,2.736095759,2782.16,36.05,
,Los Angeles,Los Angeles,6.35,22.5,,1.395297249,8.852984639,940.46,41.34,
,Oakland,Oakland,3.21,53.7,,1.661719233,7.871171258,399.03,132.77,
,Corona,Corona,5.85,12.3,,2.6257505,2.888966318,383.19,31.74,
,Oakland,Oakland,3.9,47.3,,1.418701608,9.091031532,1476.8,66.48,
,Monterey Park,Monterey Park,5.42,57.1,,1.414403778,7.532049638,811.21,31.83,
,Porterville,Porterville,4.51,33.3,,1.903601695,0.266085584,238.18,56.65,
,Los Angeles,Los Angeles,7.07,27.1,,1.59556907,7.666064191,923.97,45.63,
,Rancho Cucamonga,Rancho Cucamonga,5.89,15.1,,2.353398853,3.085184603,1351.11,32.78,
,Petaluma,Petaluma,5.13,41.4,,1.643856144,2.72356327,1145.66,44.96,
,Pasadena,Pasadena,5.82,28.4,,1.694915254,3.520459499,531.55,27.11,
,Westminster,Westminster,6.54,22.1,,2.082446809,3.97178951,2104.3,31.67,
,Santa Rosa,Santa Rosa,4.99,43.4,,1.595983936,4.021799911,1218.62,56.01,
,San Jose,San Jose,4.27,45.2,,2.28041958,5.617396335,1341.09,41.09,
,Perris,Perris,4.23,35.7,,2.355957768,3.7734166,396.52,50.89,
,Williams,Williams,4.66,39.8,,2.305602716,0.007505551,133.34,30.94,
,Glendale,Glendale,6.51,27.6,,1.590301831,3.992227817,2090.45,27.95,
,Pittsburg,Pittsburg,4.32,21.7,,2.212878788,0.7632286,406.05,148.2,
,West Covina,West Covina,5.81,33.3,,2.324039653,2.849954272,438,23.56,
,Citrus Heights,Citrus Heights,4.01,48.8,,1.321528425,6.238653339,991.34,66.2,
,Los Angeles,Los Angeles,7.96,28,,1.390198511,15.00651606,1349.2,19.39,
,Orange,Orange,5.3,40,,1.805743243,4.268899527,820.52,25.24,
,Walnut,Walnut,5.6,15.9,,2.438927507,2.345826385,412.75,25.2,
,Lake Elsinore,Lake Elsinore,3.59,58.5,,1.919648886,2.420667634,285.25,45.1,
,Fountain Valley,Fountain Valley,5.23,17.6,,2.120661157,3.834891423,1526.18,29.56,
,Boron,Boron,3.67,61.1,,1.658862876,0.062665922,187.63,43.43,
,Sacramento,Sacramento,3.37,47.9,,1.722741433,3.397114292,637.18,85.26,
,National City,National City,4.05,35.1,,2.206557377,3.3949163,1157.14,53.17,
,Wheatland,Wheatland,5.28,28.1,,2.276510067,0.055117902,366.65,52.85,
,Morgan Hill,Morgan Hill,5.86,19.6,,2.61978022,0.032162686,936.78,31.98,
,Martinez,Martinez,4.31,26.3,,2.247580645,0.316885659,994.23,141.27,
,Red Bluff,Red Bluff,4.97,39.2,,2.055779183,0.002350906,64.58,58.62,
,Buena Park,Buena Park,6.98,13.3,,2.563369963,2.432944992,2864.61,43.82,
,Burney,Burney,4.2,47.2,,1.791132479,0.007541953,120.11,44.86,
,San Diego,San Diego,3.67,60.1,,1.640508221,6.751078177,1251.51,53.69,
,Visalia,Visalia,5.83,30.9,,1.786246418,2.764416019,595.32,55.19,
,Lodi,Lodi,4.79,31.5,,1.729340409,3.488446718,394.29,48.82,
,Clearlake,Clearlake,3.4,75.2,,1.358164482,2.087984011,235.64,128.42,
,Fountain Valley,Fountain Valley,5.03,24.3,,2.083639706,3.385225353,2132.64,29.56,
,Santa Rosa,Santa Rosa,5.39,35.4,,1.717948718,1.960903107,1546.3,38.94,
,Banning,Banning,3.82,50.7,,1.791827294,0.971319234,900.85,96.29,
,Torrance,Torrance,5.26,27.8,,1.480631277,9.105743116,922.76,28.34,
,Moreno Valley,Moreno Valley,5,22.1,,2.431864407,0.116477632,386.66,50.66,
,San Francisco,San Francisco,4.08,58.7,,0.159309021,68.14309334,851.98,57.05,
,Sacramento,Sacramento,3.97,36.5,,1.748837209,5.122886734,706.3,102.33,
,San Diego,San Diego,4.38,36.3,,2.060606061,2.556528821,965.73,45.66,
,Lakeside,Lakeside,4.33,40.7,,1.719615385,2.591306738,488.62,44.24,
,Corona,Corona,6.3,23.1,,2.158161113,0.862221435,1654.41,29.67,
,Sacramento,Sacramento,3.78,34.3,,1.48984375,4.110012368,457.87,94.92,
,Red Bluff,Red Bluff,4.66,41.9,,1.633993743,0.594391029,312.89,91.93,
,Concord,Concord,3.4,61.9,,1.335488779,16.03025781,721.73,125.88,
,San Francisco,San Francisco,4.77,62.2,,0.329326923,55.14532524,526.9,41.3,
,Garden Grove,Garden Grove,4.39,35.3,,2.267241379,4.227305446,642.83,47.06,
,Hollister,Hollister,4.69,18.8,,2.800593472,2.716775931,300.81,59.85,
,Ventura,Ventura,5.11,34,,1.629569456,5.733637274,1226.35,44.46,
,Chino,Chino,8.31,15.9,,2.375804376,0.307279167,350.13,28.49,
,Santa Rosa,Santa Rosa,5.65,24.4,,2.325506073,0.403491459,605.42,54.89,
,Escondido,Escondido,3.81,67.8,,1.781672817,6.921279347,723.6,29.74,
,Santa Ana,Santa Ana,5.59,35.3,,2.05973025,3.864560646,4356.9,36.83,
,Sacramento,Sacramento,4.25,37.6,,1.492385787,5.262817841,588.88,78.68,
,La Mesa,La Mesa,5.56,28.2,,1.719876416,6.071563343,1877.26,74.77,
,San Jose,San Jose,5.79,23.8,,1.526734926,6.902081158,1310.07,45.83,
,Daly City,Daly City,4.79,28,,2.095238095,5.924808425,1513.01,56.11,
,San Jose,San Jose,3.51,64,,1.33105802,9.725781118,1543.11,45.49,
,Stockton,Stockton,4.69,28.5,,2.137318255,3.895437753,500.35,49.82,
,Sacramento,Sacramento,4.29,23.1,,1.439155815,1.864346567,1270.03,65.08,
,Orange,Orange,6.06,28.8,,2.270989194,3.058076859,2909.06,29.44,
,Alameda,Alameda,5.23,14.4,,1.63510036,7.904123996,466.05,61.42,
,Chino Hills,Chino Hills,6.34,10.9,,2.445201888,1.336724398,727.87,27.71,
,Fallbrook,Fallbrook,4.64,47.3,,1.947031432,0.991960327,268.59,32.27,
,Vacaville,Vacaville,4.49,33.9,,1.856375183,1.324650415,1254.77,75.54,
,Los Alamitos,Los Alamitos,6.95,30.4,,1.660694897,11.12352798,994.58,30.28,
,Laguna Woods,Laguna Woods,5.6,33.3,,1.400288323,4.767923455,2009.73,26.5,
,Oakland,Oakland,4.17,38.9,,1.389085755,13.31732621,997.19,58.65,
,Sacramento,Sacramento,2.76,64.8,,1.662983425,4.96530737,439.1,135.72,
,Garden Grove,Garden Grove,4.17,25.9,,2.824497258,3.541729207,672.19,51.13,
,Emeryville,Emeryville,5.79,16.6,,1.408695652,6.326919355,494.11,165.16,
,Redlands,Redlands,5.42,32.2,,1.639679359,4.2734479,267.04,36.48,
,San Leandro,San Leandro,4.21,40.1,,1.860167405,3.152303745,1403.9,67.86,
,Santa Barbara,Santa Barbara,5.25,27.6,,1.524641577,2.234367323,771.02,29.75,
,Galt,Galt,4.22,61,,2.185279188,0.04725219,587.94,40.41,
,Lomita,Lomita,5.73,36.3,,1.642116183,8.068198363,966.55,35.22,
,La Crescenta,La Crescenta,5.97,16,,2.105343511,3.969536503,1409.48,41.27,
,Canyon Country,Canyon Country,4.39,43.4,,2.204162976,3.704360275,970.44,48.35,
,Whittier,Whittier,5.11,44.3,,2.172386273,4.802276473,569.85,54.53,
,Pasadena,Pasadena,4.71,48.9,,1.676552882,6.92749494,764.35,36.09,
,Castro Valley,Castro Valley,4.25,39.6,,1.591893393,6.646652113,562.81,68.95,
,Cerritos,Cerritos,5.24,13.4,,2.470691164,3.181583342,444.39,36.69,
,Costa Mesa,Costa Mesa,4.42,54.1,,1.964877402,8.29874673,849.88,35.63,
,Lomita,Lomita,6.42,27.7,,1.752747253,5.487119577,1154.08,39.67,
,Glendale,Glendale,6.37,10.3,,2.016460905,3.815035176,436.55,35.16,
,San Gabriel,San Gabriel,7.25,34.8,,2.034836066,4.823051031,1139.98,22.34,
,Redwood City,Redwood City,3.87,59,,1.971973763,7.336408495,497.06,58.47,
,Plymouth,Plymouth,4.19,24.7,,2.448096886,0.011961647,80.38,48.88,
,Los Angeles,Los Angeles,5.28,41.5,,1.460946095,19.11277806,1019.86,39.79,
,Woodland,Woodland,3.79,54.5,,1.75862069,4.699942783,464.23,45.33,
,Lancaster,Lancaster,3.12,62.6,,1.68091954,1.671091173,213.23,128.7,
,Sacramento,Sacramento,4.29,30.9,,1.678710395,3.238387308,278.48,63.43,
,Port Hueneme,Port Hueneme,4.94,31.2,,2.75020475,3.749011249,311.69,48.16,
,Menifee,Menifee,4.46,30.4,,2.349196141,0.313121333,1091.68,34.86,
,Rowland Heights,Rowland Heights,4.62,51.5,,1.742943548,3.508269096,686.02,30.74,
,Los Angeles,Los Angeles,4.9,45.8,,1.784660767,5.823244159,1237.98,52.64,
,San Gabriel,San Gabriel,7.17,41.4,,1.72027972,6.556415537,727.82,21.62,
,Los Angeles,Los Angeles,4.99,29,,1.807067813,3.389554553,653.75,34.89,
,Los Angeles,Los Angeles,5.77,32.2,,1.251955537,13.47035433,1371.27,28.41,
,San Diego,San Diego,5.04,17.8,,1.536491677,12.15556067,975.95,54.51,
,Riverside,Riverside,5.98,37.2,,1.711494775,4.488140022,442.87,38.49,
,Orange,Orange,6.43,41.3,,1.856472166,4.661099268,722.75,25.11,
,Martinez,Martinez,4.59,34,,1.6906838,3.817707369,1323.69,45.75,
,Ventura,Ventura,4.32,31.6,,1.517010597,3.507577941,685.23,44.46,
,Brentwood,Brentwood,5.04,12.6,,1.982937233,0.96605289,367.89,66.64,
,Vacaville,Vacaville,4.12,29.4,,1.765591398,3.699147571,855.8,72.28,
,Alameda,Alameda,4.5,26.1,,1.498920086,9.246879062,475.07,61.42,
,Los Angeles,Los Angeles,6.71,19.1,,1.523757708,9.489351892,2565.92,17.7,
,Arcadia,Arcadia,6.48,25.3,,2.021044993,3.307903838,537.88,14.53,
,San Diego,San Diego,4.55,29.2,,1.401639344,12.63461215,1011.62,54.51,
,Palmdale,Palmdale,2.94,73.6,,1.660185185,2.181233479,500.87,106.26,
,Chula Vista,Chula Vista,4.14,20.1,,2.008988764,2.695082143,1761.23,57.45,
,Soledad,Soledad,3.84,46.2,,2.390866353,0.101410062,488.62,34.99,
,Redlands,Redlands,5.73,17.9,,1.826446281,2.300104718,312.85,41.96,
,Escondido,Escondido,4.63,59.6,,1.846078909,5.235605165,710.68,28.26,
,Newbury Park,Newbury Park,5.52,18.1,,2.441906005,1.866609345,1237.79,24.82,
,San Francisco,San Francisco,6.19,21.5,,1.537857143,10.17237816,1798.77,54.38,
,Fullerton,Fullerton,6.28,27.7,,2.131967604,3.585507449,652.39,43.94,
,Pasadena,Pasadena,6.3,46.7,,0.926029963,5.174124086,1897.28,36.31,
,Salinas,Salinas,4.23,21.8,,2.367075665,1.935421127,396.13,66.49,
,La Habra,La Habra,4.71,22.3,,2.131271478,3.363702736,1133.19,49.64,
,Santa Barbara,Santa Barbara,4.81,37.3,,1.204182914,9.075017501,951.17,57.8,
,Fresno,Fresno,5.99,11.5,,2.212083847,1.546426706,509.04,68.29,
,Long Beach,Long Beach,7.02,15.1,,2.017475728,5.781224367,962.32,44.94,
,Bakersfield,Bakersfield,5.99,29,,2.101851852,1.500987359,640.45,32.02,
,Los Angeles,Los Angeles,6.6,20.4,,1.480591497,10.93173239,1886.57,39.29,
,Fairfield,Fairfield,3.62,38.2,,1.976744186,1.795523987,377.18,81.65,
,Red Bluff,Red Bluff,4.49,54.2,,2.031800114,0.002143321,50.86,56.59,
,Lompoc,Lompoc,3.05,67.2,,1.601126472,6.188701644,344.43,56.87,
,Torrance,Torrance,5.92,28.4,,1.603165299,8.224683905,833.05,28.68,
,Corona,Corona,5.86,18.5,,2.302304147,3.367729711,466.73,42.52,
,Sacramento,Sacramento,4.2,31.5,,2.127810651,3.893407138,1298.41,62.15,
,Corona,Corona,5.52,22.2,,2.004810583,6.183542442,401.11,41.74,
,La Verne,La Verne,6.47,28.1,,1.823754789,3.255184119,1540.09,34.79,
,Sacramento,Sacramento,2.92,50.4,,2.2,3.84577315,379.64,135.72,
,Oakland,Oakland,5.12,50.2,,0.85559427,15.63820636,1142.45,46.61,
,San Mateo,San Mateo,4.56,41.3,,1.495291902,11.14157578,1585.19,48.62,
,Westminster,Westminster,5.25,31.4,,2.498011138,3.740702397,2467.22,38.28,
,Burbank,Burbank,5.89,35.9,,1.762347188,7.522623917,304.06,36.48,
,Fremont,Fremont,3.88,29.5,,1.751381215,14.33814663,609.51,67.67,
,Sherman Oaks,Sherman Oaks,6.32,15.7,,1.537550869,6.660534939,2994.92,27.26,
,Pasadena,Pasadena,5.45,28.2,,1.950679612,5.346568937,460.9,33.07,
,Simi Valley,Simi Valley,4.35,25.5,,1.986941581,2.202436438,1108.82,40.82,
,Gilroy,Gilroy,4.65,30,,2.279543602,1.015999093,770.95,67.35,
,San Jose,San Jose,4.94,26.2,,1.728806036,6.249631808,1750.28,31.77,
,Sacramento,Sacramento,5.16,42.4,,1.250416435,7.562612432,702.3,64.96,
,San Diego,San Diego,3.12,52.5,,1.856515373,4.349335726,269.97,106.71,
,Chino Hills,Chino Hills,5.56,20.2,,2.355152587,2.813794639,375.98,27.71,
,Marina,Marina,4.27,44.2,,1.949334698,5.079879906,731.51,57.15,
,Azusa,Azusa,4.25,48.4,,1.960899316,0.858394495,182.81,66.21,
,Rowland Heights,Rowland Heights,6.98,34.1,,2.209097579,1.959267829,1606.85,26.68,
,Chula Vista,Chula Vista,3.66,33.1,,2.077826725,3.937795563,1158.69,68.62,
,Antioch,Antioch,4.28,21,,2.410784314,0.925126129,480.24,93.79,
,San Jose,San Jose,5.22,18.1,,2.817195326,4.070610161,577.74,27.62,
,Sun City,Sun City,5.93,14.6,,2.245264207,0.48511201,248.67,29.98,
,Wildomar,Wildomar,4.22,31.2,,2.05847569,1.989332323,1274.79,42.6,
,Sacramento,Sacramento,4.4,18.1,,1.796083727,2.742857228,1107.73,99.65,
,Whittier,Whittier,4.88,40.8,,2.137308534,4.785441043,571.18,48.1,
,San Jose,San Jose,5.12,26.7,,2.000931966,3.146960899,1216.01,26.66,
,Bakersfield,Bakersfield,5.41,27.3,,2.071428571,3.571158018,515.55,33.48,
,Granada Hills,Granada Hills,5.59,20.8,,2.40052356,1.834585129,1137.6,53.41,
,West Covina,West Covina,5.58,28.3,,2.298394712,4.245637904,510.16,30.34,
,Oceanside,Oceanside,4.51,42,,2.266699171,3.369153569,645.34,36.79,
,Oceanside,Oceanside,4.68,51,,2.22781457,3.931083159,1347.54,33.32,
,Cathedral City,Cathedral City,3.79,80.8,,1.691729323,1.318503888,619.93,34.64,
,Santa Paula,Santa Paula,5.67,41.7,,2.316113161,0.027194288,366.13,26.97,
,Palmdale,Palmdale,2.75,73.1,,2.036888532,3.174978451,629.8,106.26,
,Glendora,Glendora,5.16,35.4,,1.649494949,2.660601793,2012.97,49.1,
,Fountain Valley,Fountain Valley,5.39,17,,2.393248175,3.468239448,1945.3,29.56,
,Brea,Brea,7.85,21.6,,2.032051282,2.938198688,728.64,31.92,
,Millbrae,Millbrae,5.97,16.4,,1.817714286,3.531970057,1278.34,39.52,
,Panorama City,Panorama City,4.52,50.3,,1.730769231,10.88843681,699.71,48.29,
,Santa Ana,Santa Ana,5.6,29.5,,2.01464255,3.434518492,5761.93,46.21,
,Thousand Oaks,Thousand Oaks,5.22,37.5,,1.660328113,4.445327798,2422.16,27.06,
,Ukiah,Ukiah,4.44,45.9,,1.53202995,1.854794697,401.95,81.53,
,Stockton,Stockton,7.15,9,,2.142501384,2.524061118,2340.67,38.32,
,Escondido,Escondido,3.95,76,,1.381091618,12.34463545,851.35,21.64,
,San Francisco,San Francisco,3.94,52.7,,0.621060723,28.54430403,585.05,51.66,
,Sherman Oaks,Sherman Oaks,6.08,32.7,,1.435387674,11.74729872,3356.19,27.31,
,Lake Forest,Lake Forest,6.97,15.6,,2.275735294,2.331070509,541.77,28.19,
,Bakersfield,Bakersfield,3.95,39.1,,1.833200953,3.843864492,249.92,75.27,
,San Mateo,San Mateo,4.61,42.5,,2.008438819,3.879629363,960.43,61.6,
,Diamond Bar,Diamond Bar,5.91,26.3,,1.904074703,3.255709951,2415.6,24.34,
,Bakersfield,Bakersfield,4.93,28.2,,1.935251799,3.230404627,607.84,82.51,
,Fremont,Fremont,4.22,25.2,,2.01369863,5.444473112,1714.73,55.53,
,Corona,Corona,6.52,10,,2.134283365,0.210236314,1864.08,30.98,
,Rancho Cucamonga,Rancho Cucamonga,5.66,19.2,,2.057716437,3.083795619,653.97,39.71,
,Los Angeles,Los Angeles,5.38,28.9,,1.21056195,71.18360542,1137.62,26.57,
,Upland,Upland,5.38,18.1,,2.163960189,2.706781699,455.34,71.58,
,Pasadena,Pasadena,5.64,26.3,,2.088729017,2.972434515,1071.66,24.18,
,Orange,Orange,5.92,31.9,,1.669642857,5.675708725,1626.64,35.25,
,Redding,Redding,3.47,42.9,,1.439846006,1.981229152,402.59,83.24,
,San Pedro,San Pedro,6.15,14.4,,2.015002344,4.123228417,425.49,72.68,
,Pasadena,Pasadena,6.18,19.4,,1.616,4.042227582,1583.66,28.23,
,Jamestown,Jamestown,5.24,38.8,,1.994931005,0.08991753,237.39,50.3,
,Los Angeles,Los Angeles,5.99,23.4,,1.353096179,26.44336534,1624.21,28.2,
,Fresno,Fresno,4.83,44.1,,1.737218252,2.815172747,400.71,46.81,
,Hayward,Hayward,3.76,46.4,,1.813569682,5.788814661,403.68,111.77,
,Chatsworth,Chatsworth,5.99,15.5,,2.673096447,1.09093738,1715.09,34.83,
,Westminster,Westminster,5.14,34.4,,2.046594982,4.396427506,822.25,24.84,
,West Covina,West Covina,6.71,17.6,,2.387136673,3.11473009,1592.44,33.85,
,Greenfield,Greenfield,4.4,64.7,,2.014990631,1.70701423,326.55,36.95,
,Lemon Grove,Lemon Grove,4.27,35.6,,1.95045045,3.378870424,967.9,65.23,
,Oakland,Oakland,4.1,54.8,,1.457768509,9.357889344,1762.85,80.31,
,Chula Vista,Chula Vista,3.68,34.5,,2.038565629,4.326905372,851.37,68.62,
,Fountain Valley,Fountain Valley,5.43,21.6,,2.708112875,3.50121098,648.25,29.56,
,Oakland,Oakland,3.75,29.3,,1.807604994,4.686020432,2584.77,170.91,
,San Diego,San Diego,6.09,45.6,,1.902912621,0.033525129,2431.93,10.5,
,San Diego,San Diego,3.08,77.5,,1.670433145,7.719746509,505.26,80.83,
,Sherman Oaks,Sherman Oaks,5.39,19.9,,1.60704023,8.045464114,1241.4,28.26,
,Los Angeles,Los Angeles,6.21,32.6,,1.201977938,17.96412976,2552.67,23.14,
,Woodland Hills,Woodland Hills,5.78,27.5,,1.836228288,2.645605547,2060.38,32.01,
,San Francisco,San Francisco,5.37,24.5,,1.712542373,9.514334867,1682.57,52.58,
,Exeter,Exeter,5.63,44.8,,2.11872639,0.06022088,216.83,34.23,
,Elk Grove,Elk Grove,4.26,30.5,,1.963821892,2.264679584,1223.8,45.18,
,Los Angeles,Los Angeles,4.8,29.7,,1.637997433,7.171428129,758.91,48.17,
,Rancho Cordova,Rancho Cordova,7.27,12.6,,2.272588832,0.098866899,750.65,26.87,
,Tracy,Tracy,7.6,18.3,,2.504302926,0.006004426,326.5,38.65,
,Escondido,Escondido,4.52,47.9,,1.24305835,8.434810757,978.59,28.5,
,Escondido,Escondido,5.65,20.3,,2.298172757,1.668577895,1862.26,40.55,
,Costa Mesa,Costa Mesa,5.86,33.3,,1.695752009,4.383168984,1961.82,36.22,
,Sacramento,Sacramento,4.55,31.2,,2.016277808,1.526716299,1028.55,67.53,
,Arcata,Arcata,4.3,50.8,,1.688555347,0.052768111,353.33,95.62,
,Sonora,Sonora,5.17,26.6,,1.990676936,0.123226214,418.43,49.3,
,Inglewood,Inglewood,4.95,17.8,,1.635164835,7.087120576,781.28,116.87,
,Red Bluff,Red Bluff,4.8,27.1,,2.225941423,0.030541563,237.84,71.99,
,San Diego,San Diego,5.99,54.9,,1.848684211,1.287656413,2828.34,32.44,
,Turlock,Turlock,5.89,24.4,,1.665053578,3.172217673,458.35,38.1,
,San Diego,San Diego,3.39,58.7,,1.335926773,12.84912461,1171.91,66.07,
,Corona,Corona,5.01,30.1,,2.03263641,4.792040916,600.82,35.15,
,Newhall,Newhall,4.68,26,,2.119760479,2.542194751,2045.98,37.29,
,Sacramento,Sacramento,4.73,25,,1.621044304,3.067576491,1137.88,55.17,
,Oroville,Oroville,3.71,58.1,,2.238896366,0.152684534,107.45,69.95,
,Redondo Beach,Redondo Beach,5.74,15.2,,1.415343915,6.534062021,545.03,24.11,
,Frazier Park,Frazier Park,6.78,40.7,,1.788844622,0.006622795,522.25,17.3,
,Oxnard,Oxnard,4.59,50.4,,1.99522673,2.982744314,551.54,33.16,
,Encino,Encino,6.42,18.8,,1.809037901,6.717629673,3600.15,37.84,
,Berkeley,Berkeley,5.5,28.6,,1.33033033,9.27304503,550.39,96.04,
,Sunnyvale,Sunnyvale,5.4,11.9,,1.641509434,6.981925825,1794.05,43.38,
,Mountain Center,Mountain Center,4.71,61.9,,1.975018369,0.00517497,180.15,33.02,
,Imperial Beach,Imperial Beach,3.45,49.8,,1.631830239,7.25962694,555.63,71.16,
,Agoura Hills,Agoura Hills,4.79,26.5,,1.824202001,1.498013329,1689.59,21.17,
,Vallejo,Vallejo,3.33,45.1,,1.741779497,3.749784707,974.18,93.65,
,Orange,Orange,7.49,19.1,,2.134283247,4.365759131,679.61,36.57,
,Elk Grove,Elk Grove,3.46,36.2,,2.257403189,1.369995672,427.97,44.01,
,Brentwood,Brentwood,4.25,21,,2.487089202,0.084003155,360.35,148.92,
,Hesperia,Hesperia,3.6,61.3,,2.149526387,0.657081855,408.84,69.09,
,Santa Monica,Santa Monica,6.61,23.5,,1.481831052,7.121610397,951.05,33.74,
,Lancaster,Lancaster,3.4,65.1,,1.092354277,1.033740962,859.63,150.17,
,Chatsworth,Chatsworth,7.24,18.8,,2.113669065,1.380879359,1043.08,44.99,
,Valley Village,Valley Village,5.9,16.8,,1.776328052,6.512992353,1455.62,38.37,
,Milpitas,Milpitas,6.28,19.8,,1.766488414,5.02761504,4248.22,20.97,
,Studio City,Studio City,5.68,17.4,,1.491847826,7.800193598,1520.34,22.18,
,Mission Viejo,Mission Viejo,4.94,35.6,,2.041394336,2.089665538,2133.32,21.22,
,Carmichael,Carmichael,3.95,46.9,,1.37037037,6.851546726,633.98,83.89,
,Simi Valley,Simi Valley,4.02,27.7,,2.069847516,4.335231249,1452.89,40.82,
,Pinole,Pinole,4.69,24.6,,2.040697674,3.646285798,367.83,62.35,
,Redlands,Redlands,6.67,9.8,,2.236832803,0.426892525,991.97,39.36,
,Canoga Park,Canoga Park,5.78,17.6,,2.269818182,2.693580434,962.54,53.22,
,El Sobrante,El Sobrante,4.78,28.2,,2.100967352,1.703500717,1480.83,60.3,
,Arcata,Arcata,4.57,58.5,,1.730994152,1.08314157,442.83,74.68,
,Murrieta,Murrieta,5.63,24.1,,2.191404519,1.509279818,1500.41,33,
,Lakeport,Lakeport,4.53,45.6,,2.071149675,0.063827865,95.61,48.01,
,San Rafael,San Rafael,5.64,36.7,,1.780540541,2.559183195,1372.17,33.87,
,San Jose,San Jose,6.48,12.4,,2.010369141,4.48285623,582,24.62,
,San Francisco,San Francisco,4.51,54.2,,0.314211213,60.68375385,559.94,24.05,
,La Mirada,La Mirada,4.86,25.1,,2.18579235,5.030535469,502.13,40.81,
,Oakland,Oakland,3.53,48.8,,1.651515152,10.2915279,207.52,86.89,
,Santa Ana,Santa Ana,4.74,44,,2.343439364,4.60449128,810.66,32.41,
,Chula Vista,Chula Vista,3.44,45.2,,1.723702665,4.356475927,647.15,68.62,
